Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1970-71,24,MMP,ABA,C,4,NA,51,4.2,9.9,0.429,0,0,NA,4.2,9.9,0.429,1.4,2.1,0.667,4.2,8.5,12.7,2.1,1.4,4.9,9.9
Career,NA,,ABA,,4,NA,51,4.2,9.9,0.429,0,0,NA,4.2,9.9,0.429,1.4,2.1,0.667,4.2,8.5,12.7,2.1,1.4,4.9,9.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MMP,ABA,,4,NA,51,4.2,9.9,0.429,0,0,NA,4.2,9.9,0.429,1.4,2.1,0.667,4.2,8.5,12.7,2.1,1.4,4.9,9.9
