Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1988-89,24,PHO,NBA,PF,9,126,18.5,0.602,0,0.431,14.2,22.4,18.2,2.2,0.4,0.9,14.1,21.7,NA,0.3,0.2,0.4,0.159,NA,1.6,-1.5,0.1,0.1
1990-91,26,PHI,NBA,PF,8,287,15.1,0.543,0,0.442,6.3,15.9,11.3,6,0.9,1.3,10.8,23,NA,0.2,0.2,0.4,0.071,NA,0,-1.8,-1.8,0
1993-94,29,NJN,NBA,PF,4,112,15,0.512,0.029,0.471,1,23.5,12.2,2.2,1,4.4,6.8,17.8,NA,0.1,0.2,0.3,0.13,NA,1.1,1.2,2.3,0.1
1998-99,34,MIL,NBA,PF,3,35,17.7,0.494,0,0.333,0,17.2,8.7,5.6,3.1,2.8,5.5,24.8,NA,0,0,0,0.057,NA,-0.3,0.4,0.2,0
1999-00,35,UTA,NBA,PF,10,132,2.9,0.338,0,0.283,5.6,20.1,13.1,5.3,1.7,2.4,17.5,22.8,NA,-0.6,0.2,-0.4,-0.147,NA,-7.3,-1.6,-9,-0.2
Career,NA,,NBA,,34,692,13.5,0.512,0.004,0.408,6.4,19.2,12.9,4.5,1.1,2,11.9,22,NA,0,0.7,0.8,0.054,NA,-0.9,-1.1,-2.1,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,UTA,NBA,,10,132,2.9,0.338,0,0.283,5.6,20.1,13.1,5.3,1.7,2.4,17.5,22.8,NA,-0.6,0.2,-0.4,-0.147,NA,-7.3,-1.6,-9,-0.2
1 season,NA,PHO,NBA,,9,126,18.5,0.602,0,0.431,14.2,22.4,18.2,2.2,0.4,0.9,14.1,21.7,NA,0.3,0.2,0.4,0.159,NA,1.6,-1.5,0.1,0.1
1 season,NA,PHI,NBA,,8,287,15.1,0.543,0,0.442,6.3,15.9,11.3,6,0.9,1.3,10.8,23,NA,0.2,0.2,0.4,0.071,NA,0,-1.8,-1.8,0
1 season,NA,NJN,NBA,,4,112,15,0.512,0.029,0.471,1,23.5,12.2,2.2,1,4.4,6.8,17.8,NA,0.1,0.2,0.3,0.13,NA,1.1,1.2,2.3,0.1
1 season,NA,MIL,NBA,,3,35,17.7,0.494,0,0.333,0,17.2,8.7,5.6,3.1,2.8,5.5,24.8,NA,0,0,0,0.057,NA,-0.3,0.4,0.2,0
