,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2016-17,24,TOT,NBA,37:13,12,20,5,10,8,12,4,5,3,6,8,7,3,1,5,4,30,20.9
2016-17,24,NOP,NBA,35:48,8,17,5,10,7,9,4,4,3,6,7,5,3,1,4,4,21,13.9
2016-17,24,SAC,NBA,37:13,12,20,4,9,8,12,4,5,2,6,8,7,2,1,5,4,30,20.9
2017-18,25,SAC,NBA,34:34,10,19,7,11,7,11,4,4,4,8,9,7,5,2,6,5,27,23.4
2018-19,26,SAC,NBA,41:26,14,29,8,14,10,18,9,9,5,11,11,7,3,2,6,6,37,29.3
2019-20,27,SAC,NBA,42:36,15,27,11,21,9,16,8,8,4,8,12,9,4,2,7,5,42,31.6
Career,,,,42:36,15,29,11,21,10,18,9,9,5,11,12,9,5,2,7,6,42,31.6
4 Seasons,,SAC,NBA,42:36,15,29,11,21,10,18,9,9,5,11,12,9,5,2,7,6,42,31.6
1 Season,,NOP,NBA,35:48,8,17,5,10,7,9,4,4,3,6,7,5,3,1,4,4,21,13.9
