Season,Team,Lg,Salary
2016-17,Sacramento Kings,NBA,"$3,517,200"
2017-18,Sacramento Kings,NBA,"$3,675,480"
2018-19,Sacramento Kings,NBA,"$3,833,760"
Career,(may be incomplete),,"$11,026,440"
