Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Buddy Hield,,5.9,2.8,1.3
Vernon Maxwell,97.4,5.9,2.8,1.5
Bimbo Coles,94.0,5.7,3,1.1
Quentin Richardson,92.7,5.6,3,1
Butch Beard,91.3,5.9,2.2,1.5
Jerry Sloan,91.2,6.5,2.6,1.4
Ricky Rubio,91.1,5.9,3,2
Brian Shaw,91.1,5.9,2.2,1
Tyreke Evans,90.2,5.4,2.7,1.6
Rodney Hood,89.5,6,2.6,2.2
Kentavious Caldwell-Pope,88.7,5.3,2.8,1.8
