Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,22,KCK,NBA,SF,22,0,5.9,0.8,2.4,0.321,0,0,0,0.8,2.4,0.327,0.321,0.3,0.6,0.538,0.4,0.4,0.8,0.2,0.1,0.1,0.3,1.4,1.9
1985-86,23,SEA,NBA,SF,11,0,6.7,0.8,1.8,0.45,0.1,0.1,1,0.7,1.7,0.421,0.475,0.2,0.4,0.5,0.5,0.5,1,0.4,0.2,0.1,0.2,1,1.9
Career,NA,,NBA,,33,0,6.2,0.8,2.2,0.356,0,0.1,0.5,0.8,2.2,0.352,0.363,0.3,0.5,0.529,0.5,0.4,0.9,0.3,0.2,0.1,0.3,1.2,1.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,KCK,NBA,,22,0,5.9,0.8,2.4,0.321,0,0,0,0.8,2.4,0.327,0.321,0.3,0.6,0.538,0.4,0.4,0.8,0.2,0.1,0.1,0.3,1.4,1.9
1 season,NA,SEA,NBA,,11,0,6.7,0.8,1.8,0.45,0.1,0.1,1,0.7,1.7,0.421,0.475,0.2,0.4,0.5,0.5,0.5,1,0.4,0.2,0.1,0.2,1,1.9
