Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,20,BOS,BAA,NA,21,NA,NA,4.1,15,0.276,1.4,2.7,0.536,NA,3.1,1.9,9.7
1949-50,21,TOT,NBA,NA,61,NA,NA,1.8,7,0.261,0.8,1.5,0.528,NA,1.5,1.5,4.4
1949-50,21,BOS,NBA,NA,37,NA,NA,1.9,7.4,0.262,0.9,1.6,0.569,NA,1.7,1.7,4.8
1949-50,21,STB,NBA,NA,24,NA,NA,1.6,6.3,0.26,0.6,1.3,0.452,NA,1.1,1.2,3.8
Career,NA,,TOT,NA,82,NA,NA,2.4,9,0.268,0.9,1.8,0.531,NA,1.9,1.6,5.8
,NA,,NBA,NA,61,NA,NA,1.8,7,0.261,0.8,1.5,0.528,NA,1.5,1.5,4.4
,NA,,BAA,NA,21,NA,NA,4.1,15,0.276,1.4,2.7,0.536,NA,3.1,1.9,9.7
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,BAA,NA,58,NA,NA,2.7,10.2,0.269,1.1,2,0.553,NA,2.2,1.8,6.6
1 season,NA,STB,NBA,NA,24,NA,NA,1.6,6.3,0.26,0.6,1.3,0.452,NA,1.1,1.2,3.8
