Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,20,BOS,BAA,NA,21,NA,NA,0.3,0.178,NA,NA,NA,NA,NA,-1.6,0.9,-0.6,NA
1949-50,21,TOT,NBA,NA,61,NA,NA,0.29,0.209,NA,NA,NA,NA,NA,-3.2,0.7,-2.5,NA
1949-50,21,BOS,NBA,NA,37,NA,NA,0.294,0.211,NA,NA,NA,NA,NA,-1.9,0.6,-1.3,NA
1949-50,21,STB,NBA,NA,24,NA,NA,0.281,0.207,NA,NA,NA,NA,NA,-1.3,0.1,-1.2,NA
Career,NA,,TOT,NA,82,NA,NA,0.294,0.196,NA,NA,NA,NA,NA,-4.8,1.6,-3.1,NA
,NA,,NBA,NA,61,NA,NA,0.29,0.209,NA,NA,NA,NA,NA,-3.2,0.7,-2.5,NA
,NA,,BAA,NA,21,NA,NA,0.3,0.178,NA,NA,NA,NA,NA,-1.6,0.9,-0.6,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,BAA,NA,58,NA,NA,0.298,0.193,NA,NA,NA,NA,NA,-3.4,1.5,-1.9,NA
1 season,NA,STB,NBA,NA,24,NA,NA,0.281,0.207,NA,NA,NA,NA,NA,-1.3,0.1,-1.2,NA
