Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2012-13,20,DEN,NBA,PF,7,26,5.9,0.349,0.083,0.167,4.4,4.2,4.3,16.8,1.9,0,7.2,23.1,NA,0,0,0,-0.051,NA,-6.6,-2.5,-9.2,0
2013-14,21,DEN,NBA,PF,52,789,8.6,0.459,0.367,0.215,4.9,15.2,10.1,4.9,1.4,3,14.6,17.7,NA,-0.7,0.7,0,0.002,NA,-3.4,-0.4,-3.7,-0.4
2014-15,22,TOT,NBA,PF,10,119,7.4,0.338,0.474,0.289,3.7,14.9,9.4,9.8,3,3.3,10.5,17.8,NA,-0.2,0.2,-0.1,-0.03,NA,-4.4,0.6,-3.8,-0.1
2014-15,22,SAC,NBA,PF,6,61,11.1,0.372,0.389,0.611,3.9,18,11.2,7.1,5,3.9,11.6,18.7,NA,-0.1,0.1,0,0.01,NA,-2.5,2.5,-0.1,0
2014-15,22,DET,NBA,PF,4,58,3.6,0.3,0.55,0,3.6,11.7,7.5,12.7,0.9,2.7,9.1,16.8,NA,-0.1,0,-0.1,-0.072,NA,-6.4,-1.3,-7.7,-0.1
Career,NA,,NBA,,69,934,8.4,0.439,0.369,0.222,4.7,14.9,9.8,5.8,1.6,2.9,13.8,17.8,NA,-1,0.9,-0.1,-0.003,NA,-3.6,-0.3,-3.9,-0.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DEN,NBA,,59,815,8.5,0.454,0.354,0.213,4.9,14.9,9.9,5.2,1.4,2.9,14.3,17.9,NA,-0.7,0.7,0,0.001,NA,-3.5,-0.4,-3.9,-0.4
1 season,NA,SAC,NBA,,6,61,11.1,0.372,0.389,0.611,3.9,18,11.2,7.1,5,3.9,11.6,18.7,NA,-0.1,0.1,0,0.01,NA,-2.5,2.5,-0.1,0
1 season,NA,DET,NBA,,4,58,3.6,0.3,0.55,0,3.6,11.7,7.5,12.7,0.9,2.7,9.1,16.8,NA,-0.1,0,-0.1,-0.072,NA,-6.4,-1.3,-7.7,-0.1
