,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,TOT,NBA,PG,22,208,81%,16%,3%,,,-2.5,-2.8,12,4,8,1,4,0,76,1,6
2000-01,28,BOS,NBA,PG,7,142,100%,,,,,-4.8,-2.4,6,3,6,0,3,0,61,1,5
2000-01,28,NYK,NBA,PG,15,66,41%,49%,10%,,,+2.4,-0.7,6,1,2,1,1,0,15,0,1
2001-02,29,POR,NBA,PG,59,520,52%,47%,1%,,,-0.9,-5.2,26,12,19,4,12,0,246,3,12
2002-03,30,CHI,NBA,PG,17,196,75%,25%,,,,+0.8,+6.5,11,4,11,1,4,0,75,0,3
2003-04,31,TOT,NBA,PG,40,412,100%,,,,,-8.3,-3.3,18,11,18,4,5,0,174,2,5
2003-04,31,TOR,NBA,PG,3,10,94%,6%,,,,+31.3,+34.7,0,0,0,0,0,0,5,0,0
2003-04,31,CHI,NBA,PG,37,402,100%,,,,,-9.1,-2.4,18,11,18,4,5,0,169,2,5
2004-05,32,LAC,NBA,PG,80,1945,95%,5%,,,,-1.1,-0.6,87,21,40,11,12,0,850,1,19
2005-06,33,TOT,NBA,PG,27,246,73%,27%,,,,-6.5,-4.2,12,6,7,3,2,1,76,2,2
2005-06,33,SEA,NBA,PG,4,31,93%,7%,,,,-34.2,-31.2,2,0,0,1,0,0,4,0,0
2005-06,33,HOU,NBA,PG,23,215,71%,29%,,,,-2.5,-1.1,10,6,7,2,2,1,72,2,2
Career,,,NBA,,245,3527,86%,14%,,,,-2.3,-1.6,166,58,103,24,39,1,1497,9,47
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAC,NBA,,80,1945,95%,5%,,,,-1.1,-0.6,87,21,40,11,12,0,850,1,19
1 season,,POR,NBA,,59,520,52%,47%,1%,,,-0.9,-5.2,26,12,19,4,12,0,246,3,12
2 seasons,,CHI,NBA,,54,598,92%,8%,,,,-5.9,+0.5,29,15,29,5,9,0,244,2,8
1 season,,HOU,NBA,,23,215,71%,29%,,,,-2.5,-1.1,10,6,7,2,2,1,72,2,2
1 season,,NYK,NBA,,15,66,41%,49%,10%,,,+2.4,-0.7,6,1,2,1,1,0,15,0,1
1 season,,BOS,NBA,,7,142,100%,,,,,-4.8,-2.4,6,3,6,0,3,0,61,1,5
1 season,,SEA,NBA,,4,31,93%,7%,,,,-34.2,-31.2,2,0,0,1,0,0,4,0,0
1 season,,TOR,NBA,,3,10,94%,6%,,,,+31.3,+34.7,0,0,0,0,0,0,5,0,0
