,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,DET,NBA,PG,78,1268,63%,36%,1%,,,-1.9,-0.1,84,28,46,12,58,0,452,11,28
2001-02,24,SAC,NBA,PG,32,153,34%,65%,1%,,,-10.0,-18.7,16,7,5,0,4,0,54,3,3
2002-03,25,SAC,NBA,PG,12,55,5%,95%,,,,-2.0,-8.8,8,3,2,2,1,0,22,0,2
2003-04,26,CLE,NBA,PG,4,92,100%,,,,,-13.4,-10.6,5,0,4,0,1,0,38,0,2
2004-05,27,SEA,NBA,PG,14,65,67%,34%,,,,-17.8,-20.9,1,1,1,0,1,0,15,0,2
2005-06,28,SEA,NBA,PG,27,230,94%,6%,,,,-8.5,-5.5,7,2,14,3,7,0,102,0,2
Career,,,NBA,,167,1863,65%,35%,,,,-4.5,-3.8,121,41,72,17,72,0,683,14,39
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DET,NBA,,78,1268,63%,36%,1%,,,-1.9,-0.1,84,28,46,12,58,0,452,11,28
2 seasons,,SAC,NBA,,44,208,26%,73%,1%,,,-7.9,-16.1,24,10,7,2,5,0,76,3,5
2 seasons,,SEA,NBA,,41,295,88%,12%,,,,-10.5,-8.9,8,3,15,3,8,0,117,0,4
1 season,,CLE,NBA,,4,92,100%,,,,,-13.4,-10.6,5,0,4,0,1,0,38,0,2
