Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joe Young,,0.5,-0.1,-0.1
Michael Wilson,69.6,0.4,-0.1,-0.1
Paul McCracken,63.1,0.5,0,0
John Lucas III,60.0,0.6,0,-0.1
Ron Baker,58.8,0.5,-0.1,-0.1
Stephen Graham,57.4,0.4,0,-0.1
DeAndre Liggins,54.7,0.6,0,0
Bryan Warrick,53.7,0.5,0.1,0
Jaren Jackson,51.9,0.4,0.1,-0.1
Darrun Hilliard,48.1,0.5,0,-0.2
Clay Johnson,46.8,0.6,0.1,0
