Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,24,BAL,NBA,SG,1,1,27:00,6,15,0.4,NA,NA,NA,9,12,0.75,NA,4,4,NA,NA,NA,4,21
1970-71,26,BAL,NBA,PG,1,1,18:00,3,9,0.333,NA,NA,NA,0,0,NA,NA,5,2,NA,NA,NA,3,6
1974-75,30,NYK,NBA,SG,1,1,25:00,3,8,0.375,NA,NA,NA,3,5,0.6,0,3,2,1,0,NA,2,9
1976-77,32,NYK,NBA,SG,1,0,15:00,2,7,0.286,NA,NA,NA,0,0,NA,0,0,3,0,0,NA,1,4
Career,NA,,NBA,,4,3,85,14,39,0.359,NA,NA,NA,12,17,0.706,0,12,11,1,0,NA,10,40
