,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,ORL,NBA,PG,23,246,.420,24.4,.174,.000,.000,.014,.159,.826,.333,,,.000,.364,.439,1.000,.000,0,.800,.228,.615,1,0
2006-07,24,ORL,NBA,PG,26,288,.425,21.5,.375,.063,.013,.050,.250,.625,.533,.800,.000,.750,.450,.360,.438,.000,0,.833,.180,.444,0,0
2007-08,25,IND,NBA,PG,66,1356,.370,20.1,.458,.074,.040,.084,.260,.542,.431,.531,.471,.417,.402,.318,.282,.000,0,.743,.155,.306,0,0
2008-09,26,IND,NBA,PG,55,719,.413,21.6,.341,.078,.022,.061,.179,.659,.459,.857,.250,.273,.375,.390,.179,.000,0,.587,.110,.462,2,0
2009-10,27,TOT,NBA,PG,9,51,.200,23.2,.300,.000,.000,.100,.200,.700,.333,,,1.000,.000,.143,.000,.000,0,1.000,.000,,0,0
2009-10,27,IND,NBA,PG,4,25,.167,24.5,.167,.000,.000,.000,.167,.833,.000,,,,.000,.200,,.000,0,1.000,.000,,0,0
2009-10,27,POR,NBA,PG,5,26,.250,21.3,.500,.000,.000,.250,.250,.500,.500,,,1.000,.000,.000,.000,.000,0,,.000,,0,0
Career,,,NBA,,179,2660,.388,21.0,.395,.066,.029,.069,.230,.605,.442,.647,.409,.415,.395,.353,.299,.000,0,.720,.153,.408,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,125,2100,.380,20.6,.421,.075,.034,.076,.236,.579,.436,.630,.429,.383,.393,.340,.257,.000,0,.686,.138,.347,2,0
2 seasons,,ORL,NBA,,49,534,.423,22.8,.282,.034,.007,.034,.208,.718,.476,.800,.000,.600,.419,.402,.550,.000,0,.814,.206,.545,1,0
1 season,,POR,NBA,,5,26,.250,21.3,.500,.000,.000,.250,.250,.500,.500,,,1.000,.000,.000,.000,.000,0,,.000,,0,0
