,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,BOS,NBA,PF,61,1376,.487,8.1,.975,.499,.101,.121,.254,.025,.491,.633,.278,.442,.322,.333,.712,.042,14,.667,.556,.400,0,0
2006-07,24,BOS,NBA,PF,73,2275,.467,12.4,.942,.284,.083,.142,.433,.058,.473,.629,.267,.417,.428,.381,.708,.004,3,1.000,.381,.438,0,0
2007-08,25,MIN,NBA,PF,82,2434,.457,13.5,.791,.249,.112,.142,.288,.209,.491,.587,.479,.451,.433,.330,.661,.020,16,.966,.341,.377,3,0
2008-09,26,MIN,NBA,SF,82,2614,.431,15.0,.707,.208,.084,.137,.278,.293,.456,.611,.232,.368,.450,.372,.618,.007,7,.991,.396,.398,6,0
2009-10,27,MIN,NBA,SF,76,2210,.447,15.5,.728,.169,.094,.149,.316,.272,.475,.540,.362,.450,.485,.372,.664,.003,2,.986,.241,.417,3,0
2010-11,28,LAC,NBA,SF,76,2095,.410,18.1,.582,.129,.059,.075,.319,.418,.459,.615,.433,.368,.422,.341,.763,.004,2,.986,.545,.374,2,0
2011-12,29,LAC,NBA,SF,32,425,.326,17.7,.695,.116,.063,.095,.421,.305,.409,.545,.667,.333,.350,.138,.926,.000,0,1.000,.621,.167,1,0
2013-14,31,OKC,NBA,SF,5,34,.375,16.9,.750,.000,.125,.250,.375,.250,.500,,1.000,.500,.333,.000,1.000,.000,0,,1.000,.000,0,0
Career,,,NBA,,487,13463,.445,14.2,.775,.235,.089,.132,.319,.225,.473,.604,.353,.417,.433,.349,.682,.011,44,.982,.395,.378,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,240,7258,.444,14.7,.741,.211,.096,.142,.292,.259,.474,.585,.364,.420,.455,.360,.647,.010,25,.983,.335,.396,12,0
2 seasons,,BOS,NBA,,134,3651,.474,11.0,.953,.354,.089,.135,.374,.047,.479,.631,.271,.425,.404,.373,.709,.017,17,.947,.412,.429,0,0
2 seasons,,LAC,NBA,,108,2520,.397,18.0,.600,.127,.060,.078,.335,.400,.450,.605,.472,.362,.408,.317,.790,.003,2,.987,.554,.346,3,0
1 season,,OKC,NBA,,5,34,.375,16.9,.750,.000,.125,.250,.375,.250,.500,,1.000,.500,.333,.000,1.000,.000,0,,1.000,.000,0,0
