Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,21,IND,NBA,C,52,0,391,3.2,8.5,0.38,0,0,NA,3.2,8.5,0.38,2.9,4.3,0.681,2.7,8.7,11.3,1.4,0.8,1.3,4.7,7.5,9.4
1985-86,22,IND,NBA,C,67,3,423,4.6,9.2,0.5,0,0,NA,4.6,9.2,0.5,4,6.3,0.635,3.8,6.2,10,1.3,0.7,0.9,2.7,8,13.2
1986-87,23,IND,NBA,C,55,1,456,3.2,8,0.406,0,0,NA,3.2,8,0.406,2.2,3.1,0.718,3.1,7.1,10.2,2.1,0.8,2.2,2.8,7.3,8.7
1987-88,24,IND,NBA,C,74,0,807,4,8.6,0.466,0,0,0,4,8.6,0.469,2,3.3,0.603,3.1,8,11.2,2,0.5,1.4,2.2,6.8,10
1988-89,25,IND,NBA,C,72,0,783,3.3,7,0.471,0,0,0,3.3,7,0.474,2,2.9,0.688,3.9,7.4,11.3,1.3,0.5,1,2.2,5.9,8.6
1989-90,26,TOT,NBA,C,58,1,560,2.7,6.4,0.424,0,0.3,0,2.7,6,0.447,2.1,3,0.681,2.6,6.8,9.3,1.2,1,1.7,1.5,5.8,7.5
1989-90,26,CHH,NBA,C,39,1,466,2.9,6.3,0.463,0,0.2,0,2.9,6.2,0.475,1.9,3,0.641,2.9,7.2,10.1,1.3,0.9,1.9,1.5,4.9,7.8
1989-90,26,NYK,NBA,C,19,0,94,1.5,6.5,0.235,0,1.1,0,1.5,5.4,0.286,2.7,3.1,0.875,0.8,4.6,5.4,0.8,1.1,0.8,1.9,10,5.7
1990-91,27,NYK,NBA,C,8,0,37,3.9,11.7,0.333,0,0,NA,3.9,11.7,0.333,2.9,2.9,1,1.9,7.8,9.7,0,0,1,1.9,5.8,10.7
Career,NA,,NBA,,386,5,3457,3.5,7.9,0.446,0,0.1,0,3.5,7.8,0.45,2.4,3.6,0.663,3.2,7.4,10.6,1.5,0.7,1.4,2.5,6.7,9.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,IND,NBA,,320,4,2860,3.7,8.1,0.451,0,0,0,3.7,8.1,0.453,2.5,3.7,0.657,3.4,7.5,10.9,1.6,0.6,1.3,2.7,6.9,9.8
1 season,NA,CHH,NBA,,39,1,466,2.9,6.3,0.463,0,0.2,0,2.9,6.2,0.475,1.9,3,0.641,2.9,7.2,10.1,1.3,0.9,1.9,1.5,4.9,7.8
2 seasons,NA,NYK,NBA,,27,0,131,2.2,8,0.276,0,0.8,0,2.2,7.1,0.308,2.7,3,0.909,1.1,5.5,6.6,0.5,0.8,0.8,1.9,8.8,7.1
