,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1989-90,23,PHI,NBA,,2,4,0,1,2,3,2,2,1,1,1,0,0,0,1,2,4,1.6
Career,,,,,2,4,0,1,2,3,2,2,1,1,1,0,0,0,1,2,4,1.6
