Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1973-74,27,BOS,NBA,PG,82,NA,3238,8.7,19.5,0.449,NA,NA,NA,8.7,19.5,0.449,2.6,3.1,0.837,1.3,3.4,4.7,6,1.4,0.3,NA,2.5,20.1,NA,NA,97
1974-75,28,BOS,NBA,PG,82,NA,3220,9.2,20.2,0.457,NA,NA,NA,9.2,20.2,0.457,2.6,3.1,0.834,1.2,3.2,4.4,6.4,1.8,0.2,NA,2.9,21.1,NA,NA,97
1975-76,29,BOS,NBA,PG,82,NA,3257,9.2,20.6,0.449,NA,NA,NA,9.2,20.6,0.449,2.9,3.5,0.838,0.8,3.5,4.3,6.1,1.5,0.3,NA,2.5,21.4,NA,NA,99
1976-77,30,BOS,NBA,PG,82,NA,3333,8.5,19.9,0.429,NA,NA,NA,8.5,19.9,0.429,4.5,5.1,0.869,1.2,4,5.1,6.6,1.6,0.3,NA,2.6,21.6,NA,NA,100
1977-78,31,BOS,NBA,PG,46,NA,1641,8,19.1,0.419,NA,NA,NA,8,19.1,0.419,2.8,3.3,0.858,1.5,3.5,5,5.8,1.4,0.2,3.2,3,18.8,NA,95,104
1978-79,32,TOT,NBA,PG,76,NA,2338,7.9,17.8,0.444,NA,NA,NA,7.9,17.8,0.444,2.7,3.1,0.88,0.8,3.1,3.9,6.8,1.6,0.1,4.2,3.4,18.5,NA,94,107
1978-79,32,BOS,NBA,PG,47,NA,1455,7.9,18.5,0.428,NA,NA,NA,7.9,18.5,0.428,2.4,2.8,0.888,0.7,3.3,4,6.6,1.7,0.1,4.4,3.1,18.3,NA,90,108
1978-79,32,GSW,NBA,PG,29,NA,883,7.9,16.7,0.475,NA,NA,NA,7.9,16.7,0.475,3.2,3.7,0.87,1.1,2.8,3.8,7.1,1.4,0.2,3.7,3.9,19,NA,102,106
1979-80,33,GSW,NBA,PG,78,NA,2052,7.8,16.4,0.476,0,0.1,0.167,7.8,16.3,0.479,2.3,2.7,0.851,1,3.2,4.2,5.6,2,0.3,3.7,4.3,17.9,NA,97,108
1980-81,34,KCK,NBA,PG,13,NA,236,7.2,16.5,0.439,0,0,NA,7.2,16.5,0.439,2.2,3.6,0.611,0.6,3.6,4.2,7.4,2.2,0.2,3.6,4.2,16.7,NA,92,106
Career,NA,,NBA,,541,NA,19315,8.6,19.3,0.446,0,0.1,0.167,8.6,19.3,0.446,3,3.5,0.85,1.1,3.4,4.5,6.3,1.6,0.3,1.2,2.9,20.2,NA,95,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,421,NA,16144,8.7,19.8,0.442,NA,NA,NA,8.7,19.8,0.442,3.1,3.6,0.852,1.1,3.5,4.6,6.3,1.6,0.3,0.7,2.7,20.6,NA,93,100
2 seasons,NA,GSW,NBA,,107,NA,2935,7.9,16.5,0.475,0,0.1,0.167,7.8,16.4,0.477,2.5,3,0.858,1,3.1,4.1,6,1.8,0.3,3.7,4.2,18.3,NA,99,107
1 season,NA,KCK,NBA,,13,NA,236,7.2,16.5,0.439,0,0,NA,7.2,16.5,0.439,2.2,3.6,0.611,0.6,3.6,4.2,7.4,2.2,0.2,3.6,4.2,16.7,NA,92,106
