,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,20,LAL,NBA,SG,35,403,13%,78%,9%,,,+0.5,+4.6,9,5,12,1,6,0,123,0,15
2005-06,21,LAL,NBA,PG,82,1449,72%,29%,,,,+1.7,-1.3,23,13,39,3,15,25,322,1,15
2006-07,22,LAL,NBA,SG,73,935,,23%,74%,4%,,-2.3,-2.8,16,10,36,2,16,9,147,2,11
2007-08,23,LAL,NBA,SG,72,1279,,41%,58%,,,+6.0,-2.4,29,15,41,3,26,12,171,6,11
2008-09,24,LAL,NBA,SG,80,1293,3%,81%,16%,,,+2.8,-8.1,22,8,70,1,13,12,242,3,15
2009-10,25,LAL,NBA,SG,67,575,1%,46%,52%,1%,,-1.5,-7.8,7,5,25,5,10,7,95,3,0
2010-11,26,TOT,NBA,SG,67,1648,,58%,41%,,,-10.2,-12.8,34,20,53,6,25,12,294,3,24
2010-11,26,LAL,NBA,SG,11,54,,84%,16%,,,-20.7,-28.0,1,2,3,0,1,3,10,0,1
2010-11,26,NJN,NBA,SG,56,1594,,58%,42%,,,-9.8,-4.5,33,18,50,6,24,9,284,3,23
2013-14,29,LAC,NBA,SG,2,10,,97%,3%,,,-45.1,-52.3,1,1,1,0,0,0,0,0,1
2015-16,31,NYK,NBA,SG,61,908,,70%,30%,1%,,-1.4,+1.9,13,20,34,4,11,12,196,3,8
2016-17,32,NYK,NBA,SG,42,408,,37%,61%,2%,,-0.6,+3.7,9,3,17,3,8,1,118,3,5
Career,,,NBA,,581,8908,13%,51%,36%,1%,,-0.9,-4.4,163,100,328,28,130,90,1708,24,105
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,LAL,NBA,,420,5988,19%,47%,33%,1%,,+1.6,-3.7,107,58,226,15,87,68,1110,15,68
2 seasons,,NYK,NBA,,103,1316,,60%,39%,1%,,-1.2,+2.4,22,23,51,7,19,13,314,6,13
1 season,,NJN,NBA,,56,1594,,58%,42%,,,-9.8,-4.5,33,18,50,6,24,9,284,3,23
1 season,,LAC,NBA,,2,10,,97%,3%,,,-45.1,-52.3,1,1,1,0,0,0,0,0,1
