,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,23,NYK,NBA,PG,76,1265,.394,11.3,.744,.368,.138,.107,.130,.256,.454,.521,.426,.381,.353,.220,.333,.015,6,.727,.110,.455,1,0
2016-17,24,CHI,NBA,PG,63,1028,.425,16.7,.555,.179,.096,.113,.166,.445,.473,.630,.345,.441,.400,.366,.278,.010,3,.796,.246,.455,1,0
2017-18,25,CHI,NBA,PG,74,1686,.416,15.7,.628,.199,.111,.131,.187,.372,.468,.640,.268,.424,.436,.326,.155,.010,5,.656,.080,.467,4,0
2018-19,26,ORL,NBA,PG,60,939,.418,18.3,.500,.109,.118,.132,.141,.500,.473,.708,.346,.414,.452,.364,.288,.005,1,.775,.127,.429,0,0
Career,,,NBA,,273,4918,.412,15.1,.625,.228,.117,.121,.160,.375,.465,.590,.345,.415,.412,.324,.253,.011,15,.733,.137,.452,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,137,2714,.419,16.0,.601,.192,.106,.124,.179,.399,.470,.636,.294,.430,.424,.343,.198,.010,8,.718,.150,.458,5,0
1 season,,NYK,NBA,,76,1265,.394,11.3,.744,.368,.138,.107,.130,.256,.454,.521,.426,.381,.353,.220,.333,.015,6,.727,.110,.455,1,0
1 season,,ORL,NBA,,60,939,.418,18.3,.500,.109,.118,.132,.141,.500,.473,.708,.346,.414,.452,.364,.288,.005,1,.775,.127,.429,0,0
