,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,23,NYK,NBA,PG,76,1265,24%,75%,1%,,,-6.5,-5.4,40,39,41,5,61,14,418,16,29
2016-17,24,CHI,NBA,PG,63,1028,89%,11%,,,,+2.1,+2.7,28,7,46,5,31,9,272,9,9
2017-18,25,CHI,NBA,PG,74,1686,87%,13%,1%,,,-8.0,-0.5,58,15,53,8,85,10,824,29,17
2018-19,26,ORL,NBA,PG,60,939,92%,8%,,,,-6.5,-9.9,34,9,27,5,20,10,366,5,8
Career,,,NBA,,273,4918,72%,28%,,,,-5.2,-2.9,160,70,167,23,197,43,1880,59,63
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHI,NBA,,137,2714,88%,12%,,,,-4.1,+0.7,86,22,99,13,116,19,1096,38,26
1 season,,NYK,NBA,,76,1265,24%,75%,1%,,,-6.5,-5.4,40,39,41,5,61,14,418,16,29
1 season,,ORL,NBA,,60,939,92%,8%,,,,-6.5,-9.9,34,9,27,5,20,10,366,5,8
