,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,21,TOR,NBA,PF,65,1629,.427,17.1,.571,.190,.050,.110,.221,.429,.468,.597,.194,.333,.486,.373,.701,.046,24,.910,.026,.286,0,0
2007-08,22,TOR,NBA,PF,78,1861,.386,16.6,.640,.199,.055,.094,.292,.360,.409,.514,.375,.353,.363,.345,.711,.054,33,.956,.011,.000,3,0
2008-09,23,TOR,NBA,PF,78,2453,.450,15.1,.696,.214,.108,.115,.260,.304,.468,.595,.388,.391,.430,.409,.692,.047,41,.975,.010,.000,1,0
2009-10,24,TOR,NBA,PF,80,2799,.470,14.7,.716,.198,.148,.144,.226,.284,.509,.664,.497,.479,.399,.372,.688,.039,42,.983,.031,.500,4,1
2010-11,25,TOR,NBA,C,66,2353,.448,13.9,.810,.178,.188,.180,.264,.190,.472,.584,.432,.464,.429,.345,.589,.024,25,.909,.013,.667,3,0
2011-12,26,TOR,NBA,C,31,1032,.432,14.9,.762,.178,.143,.140,.302,.238,.474,.616,.420,.500,.404,.296,.646,.037,16,.941,.017,.000,0,0
2012-13,27,TOR,NBA,PF,35,1003,.399,16.1,.711,.115,.141,.162,.293,.289,.436,.551,.400,.406,.424,.309,.598,.014,5,.974,.057,.286,0,0
2013-14,28,NYK,NBA,C,42,1257,.442,13.7,.785,.207,.165,.147,.265,.215,.487,.615,.434,.365,.489,.278,.760,.026,13,.967,.019,.500,0,0
2014-15,29,NYK,NBA,C,29,785,.454,13.2,.886,.147,.188,.202,.330,.114,.466,.604,.441,.452,.445,.366,.685,.019,7,1.000,.000,,0,0
2015-16,30,BRK,NBA,C,46,634,.455,13.8,.943,.140,.122,.194,.487,.057,.471,.462,.471,.593,.426,.188,.863,.000,0,1.000,.000,,1,0
Career,,,NBA,,550,15806,.439,15.0,.735,.185,.131,.144,.274,.265,.470,.594,.428,.438,.424,.354,.679,.034,206,.954,.021,.324,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,TOR,NBA,,433,13130,.437,15.3,.710,.188,.125,.137,.260,.290,.468,.596,.423,.433,.417,.361,.658,.038,186,.952,.022,.314,11,1
2 seasons,,NYK,NBA,,71,2042,.447,13.5,.827,.182,.175,.170,.292,.173,.478,.611,.437,.408,.468,.302,.727,.023,20,.978,.013,.500,0,0
1 season,,BRK,NBA,,46,634,.455,13.8,.943,.140,.122,.194,.487,.057,.471,.462,.471,.593,.426,.188,.863,.000,0,1.000,.000,,1,0
