Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,24,SAS,NBA,SF,1,0,15:00,1,6,0.167,0,0,NA,3,4,0.75,1,2,0,0,0,1,1,5
1995-96,27,SAS,NBA,SF,1,0,22:00,5,12,0.417,2,6,0.333,1,1,1,2,5,2,0,0,2,4,13
Career,NA,,NBA,,2,0,37,6,18,0.333,2,6,0.333,4,5,0.8,3,7,2,0,0,3,5,18
