Season,Team,Lg,Salary
1989-90,San Antonio Spurs,NBA,"$1,800,000"
1990-91,San Antonio Spurs,NBA,"$1,800,000"
1991-92,San Antonio Spurs,NBA,"$1,802,000"
1992-93,San Antonio Spurs,NBA,"$1,802,000"
1993-94,Detroit Pistons,NBA,"$1,807,000"
1994-95,San Antonio Spurs,NBA,"$1,350,000"
1995-96,San Antonio Spurs,NBA,"$5,333,000"
1996-97,San Antonio Spurs,NBA,"$5,333,000"
1997-98,San Antonio Spurs,NBA,"$5,333,333"
1998-99,San Antonio Spurs,NBA,"$5,333,000"
1999-00,San Antonio Spurs,NBA,"$5,433,333"
2000-01,San Antonio Spurs,NBA,"$5,300,000"
Career,(may be incomplete),,"$42,426,666"
