,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,22,SAS,NBA,PG,21,241,96%,5%,,,,+6.6,+2.6,8,11,6,1,2,0,51,0,5
2005-06,23,SAS,NBA,PG,7,47,92%,8%,,,,+26.4,+26.2,1,1,4,0,3,1,19,1,1
2006-07,24,SAS,NBA,PG,8,20,,100%,,,,-34.8,-39.9,2,1,0,0,1,0,2,0,2
2013-14,31,MEM,NBA,SG,7,115,78%,22%,,,,+0.4,+8.4,7,2,8,0,3,1,29,0,0
2014-15,32,MEM,NBA,PG,10,175,98%,2%,,,,-11.1,-16.1,3,1,12,0,3,0,43,0,5
Career,,,NBA,,53,598,89%,11%,,,,+0.4,-1.3,21,16,30,1,12,2,144,1,13
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAS,NBA,,36,308,89%,11%,,,,+7.0,+3.5,11,13,10,1,6,1,72,1,8
2 seasons,,MEM,NBA,,17,290,90%,10%,,,,-6.5,-6.4,10,3,20,0,6,1,72,0,5
