,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,22,SAS,NBA,PG,80,1149,85%,15%,,,,+7.6,-1.9,46,23,50,2,35,0,339,4,21
2005-06,23,SAS,NBA,PG,54,586,75%,24%,1%,,,+5.7,-2.9,29,17,26,2,17,7,208,4,18
2006-07,24,SAS,NBA,PG,73,948,76%,24%,,,,+2.1,-9.4,24,21,37,5,18,6,286,3,19
2007-08,25,SAC,NBA,PG,65,2080,88%,12%,,,,-0.9,+2.9,82,44,66,6,57,8,645,13,50
2008-09,26,SAC,NBA,PG,73,2270,80%,20%,,,,-7.8,+3.8,89,52,112,6,54,12,778,11,29
2009-10,27,SAC,NBA,PG,79,2477,92%,8%,,,,-4.9,-0.7,88,36,88,4,44,14,824,15,25
2010-11,28,SAC,NBA,PG,79,2734,84%,16%,,,,-6.0,-0.7,70,55,109,8,83,25,858,25,36
2011-12,29,MIL,NBA,SG,59,1080,56%,44%,1%,,,+10.8,+16.0,44,25,34,3,19,11,516,5,12
2012-13,30,TOT,NBA,SG-PG,66,1457,54%,44%,2%,,,-6.5,-2.2,69,26,42,4,38,11,675,6,23
2012-13,30,MIL,NBA,SG,39,719,24%,72%,4%,,,-2.1,-0.3,37,10,20,2,12,8,315,3,10
2012-13,30,ORL,NBA,PG,27,738,83%,17%,,,,-10.8,-3.8,32,16,22,2,26,3,360,3,13
2013-14,31,TOT,NBA,SG,41,643,92%,8%,,,,-9.2,-10.6,29,16,27,0,8,11,263,0,7
2013-14,31,NYK,NBA,SG,31,588,92%,9%,,,,-10.2,-10.8,25,15,26,0,7,11,248,0,7
2013-14,31,MEM,NBA,SG,10,55,96%,4%,,,,+0.8,-1.3,4,1,1,0,1,0,15,0,0
2014-15,32,MEM,NBA,PG,79,1494,93%,7%,,,,+0.1,-5.3,56,26,50,0,48,9,497,11,20
2015-16,33,TOT,NBA,PG,44,707,93%,7%,,,,-0.7,-0.6,31,16,22,1,10,5,261,2,7
2015-16,33,MEM,NBA,PG,8,120,90%,10%,,,,-6.2,-4.0,6,3,6,1,2,3,59,1,6
2015-16,33,MIA,NBA,PG,36,587,94%,6%,,,,+0.5,-1.8,25,13,16,0,8,2,202,1,1
2016-17,34,DET,NBA,PG,39,560,99%,1%,,,,+6.2,+8.9,24,11,15,0,13,4,297,4,15
Career,,,NBA,,831,18185,82%,18%,,,,-1.9,+0.1,681,368,678,41,444,123,6447,103,282
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAC,NBA,,296,9561,86%,14%,,,,-5.0,+1.2,329,187,375,24,238,59,3105,64,140
3 seasons,,SAS,NBA,,207,2683,80%,20%,,,,+5.2,-4.8,99,61,113,9,70,13,833,11,58
2 seasons,,MIL,NBA,,98,1799,43%,55%,2%,,,+5.6,+9.5,81,35,54,5,31,19,831,8,22
3 seasons,,MEM,NBA,,97,1669,93%,7%,,,,-0.3,-5.1,66,30,57,1,51,12,571,12,26
1 season,,DET,NBA,,39,560,99%,1%,,,,+6.2,+8.9,24,11,15,0,13,4,297,4,15
1 season,,MIA,NBA,,36,587,94%,6%,,,,+0.5,-1.8,25,13,16,0,8,2,202,1,1
1 season,,NYK,NBA,,31,588,92%,9%,,,,-10.2,-10.8,25,15,26,0,7,11,248,0,7
1 season,,ORL,NBA,,27,738,83%,17%,,,,-10.8,-3.8,32,16,22,2,26,3,360,3,13
