Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1962-63,23,SFW,NBA,PF,66,NA,21,2.9,8.3,0.35,NA,NA,NA,2.9,8.3,0.35,0.35,1.6,2.4,0.669,NA,NA,5.4,0.8,NA,NA,2.7,7.4
1963-64,24,SFW,NBA,PF,79,NA,32.1,5,12.9,0.385,NA,NA,NA,5,12.9,0.385,0.385,3.3,4.2,0.79,NA,NA,7.2,1.7,NA,NA,3.4,13.2
1964-65,25,TOT,NBA,PF,75,NA,20.6,2.6,7.6,0.344,NA,NA,NA,2.6,7.6,0.344,0.344,2.6,3.4,0.768,NA,NA,5.6,0.7,NA,NA,2.7,7.8
1964-65,25,SFW,NBA,PF,48,NA,21.6,2.8,8.3,0.343,NA,NA,NA,2.8,8.3,0.343,0.343,2.8,3.6,0.769,NA,NA,5.1,0.8,NA,NA,3,8.4
1964-65,25,BAL,NBA,PF,27,NA,18.9,2.2,6.4,0.345,NA,NA,NA,2.2,6.4,0.345,0.345,2.3,3,0.765,NA,NA,6.4,0.6,NA,NA,2.3,6.7
1965-66,26,BAL,NBA,PF,24,NA,19.2,2.6,7.8,0.339,NA,NA,NA,2.6,7.8,0.339,0.339,2.4,3.3,0.731,NA,NA,5.5,1.5,NA,NA,2.5,7.6
1966-67,27,TOT,NBA,PF,72,NA,18.2,2.7,7.9,0.344,NA,NA,NA,2.7,7.9,0.344,0.344,2.1,2.9,0.729,NA,NA,5.6,0.9,NA,NA,2.6,7.5
1966-67,27,BAL,NBA,PF,43,NA,17.3,2.4,7.2,0.334,NA,NA,NA,2.4,7.2,0.334,0.334,2.1,2.9,0.718,NA,NA,5.6,0.8,NA,NA,2.6,6.9
1966-67,27,DET,NBA,PF,29,NA,19.4,3.2,8.9,0.355,NA,NA,NA,3.2,8.9,0.355,0.355,2.2,3,0.744,NA,NA,5.7,1,NA,NA,2.8,8.6
1967-68,28,DNR,ABA,PF,74,NA,33.2,5.8,15.2,0.383,0,0.1,0,5.8,15.1,0.385,0.383,5.7,7.3,0.773,NA,NA,7.2,1.9,NA,2.2,3.2,17.3
1968-69,29,DNR,ABA,PF,67,NA,34.6,4.6,11.4,0.408,0,0,0,4.6,11.3,0.409,0.408,4.6,6.4,0.73,2.3,7.3,9.6,3,NA,2.6,3.6,13.9
1969-70,30,LAS,ABA,PF,27,NA,35.6,6.7,14.9,0.447,0,0.1,0,6.7,14.9,0.449,0.447,4.8,6.3,0.759,2.9,6.6,9.4,2.6,NA,2.7,3.7,18.1
1970-71,31,TOT,ABA,PF,68,NA,34.6,5,12.5,0.4,0,0,0,5,12.4,0.401,0.4,3.9,5.3,0.742,3.2,5.8,9,2.9,NA,2.1,3,13.9
1970-71,31,UTS,ABA,PF,35,NA,32.4,4.8,12.2,0.391,0,0,0,4.8,12.2,0.392,0.391,3.8,5.1,0.749,2.9,5.3,8.2,3,NA,2.4,3.1,13.4
1970-71,31,TEX,ABA,PF,33,NA,37,5.2,12.8,0.409,0,0.1,0,5.2,12.7,0.411,0.409,4.1,5.5,0.736,3.5,6.4,9.9,2.7,NA,1.8,2.9,14.5
1971-72,32,CAR,ABA,PF,13,NA,10.8,1.5,4.9,0.313,0,0.2,0,1.5,4.8,0.323,0.313,2.3,2.8,0.833,1.3,2,3.3,0.8,NA,0.9,1.5,5.4
Career,NA,,TOT,,565,NA,27.4,4.1,10.8,0.381,0,0.1,0,4.1,10.8,0.382,0.381,3.4,4.5,0.752,2.7,6.2,7,1.7,NA,2.3,3,11.6
,NA,,NBA,,316,NA,22.9,3.3,9.2,0.359,NA,NA,NA,3.3,9.2,0.359,0.359,2.4,3.3,0.749,NA,NA,5.9,1.1,NA,NA,2.9,9
,NA,,ABA,,249,NA,33.1,5.1,12.9,0.4,0,0.1,0,5.1,12.8,0.402,0.4,4.7,6.2,0.754,2.7,6.2,8.4,2.5,NA,2.3,3.2,14.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SFW,NBA,,193,NA,25.7,3.7,10.2,0.367,NA,NA,NA,3.7,10.2,0.367,0.367,2.6,3.4,0.756,NA,NA,6,1.2,NA,NA,3.1,10.1
2 seasons,NA,DNR,ABA,,141,NA,33.9,5.3,13.4,0.393,0,0.1,0,5.3,13.3,0.395,0.393,5.2,6.9,0.754,2.3,7.3,8.3,2.5,NA,2.4,3.4,15.7
3 seasons,NA,BAL,NBA,,94,NA,18.3,2.4,7.1,0.338,NA,NA,NA,2.4,7.1,0.338,0.338,2.2,3,0.735,NA,NA,5.8,0.9,NA,NA,2.5,7
2 seasons,NA,"LAS,UTS",ABA,,62,NA,33.8,5.6,13.4,0.418,0,0,0,5.6,13.3,0.42,0.418,4.2,5.6,0.754,2.9,5.8,8.7,2.8,NA,2.5,3.4,15.4
