Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1979-80,24,NYK,NBA,SG,1,0,13:00,3,7,0.429,0,0,NA,0,0,NA,1,1,2,1,0,2,2,6
1980-81,25,NYK,NBA,SG,1,0,24:00,5,7,0.714,0,1,0,1,2,0.5,2,5,3,4,0,2,3,11
1981-82,26,NYK,NBA,PG,1,0,20:00,5,10,0.5,0,0,NA,0,0,NA,0,2,4,2,0,1,1,10
1984-85,29,NJN,NBA,PG,1,0,13:00,2,8,0.25,0,2,0,1,2,0.5,2,2,1,2,0,2,3,5
Career,NA,,NBA,,4,0,70,15,32,0.469,0,3,0,2,4,0.5,5,10,10,9,0,7,9,32
