Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1976-77,23,GSW,NBA,PG,1,NA,3,0,24,0,24,24,1,0,12,12,0,0,0,0,24
Career,NA,,NBA,,1,NA,3,0,24,0,24,24,1,0,12,12,0,0,0,0,24
