Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1976-77,23,GSW,NBA,PG,26,176,9.8,0.408,0.129,3.4,2.9,3.2,8.2,2,0.9,NA,-0.3,0.1,-0.2,-0.043,NA,-5.3,-1.6,-6.9,-0.3
Career,NA,,NBA,,26,176,9.8,0.408,0.129,3.4,2.9,3.2,8.2,2,0.9,NA,-0.3,0.1,-0.2,-0.043,NA,-5.3,-1.6,-6.9,-0.3
