,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2017-18,18,DUKE,37,997,179,319,19,46,124,168,109,335,74,30,76,75,105,501,.561,.413,.738,26.9,13.5,9.1,2.0
Career,,,37,997,179,319,19,46,124,168,109,335,74,30,76,75,105,501,.561,.413,.738,26.9,13.5,9.1,2.0
