Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27,CHS,BAA,NA,59,NA,NA,NA,NA,0.322,NA,NA,0.541,NA,NA,NA,NA
1948-49,29,MNL,BAA,NA,55,NA,NA,NA,NA,0.334,NA,NA,0.662,NA,NA,NA,NA
1949-50,30,MNL,NBA,NA,57,NA,NA,NA,NA,0.341,NA,NA,0.726,NA,NA,NA,NA
1950-51,31,BLB,NBA,NA,9,NA,NA,NA,NA,0.37,NA,NA,0.5,NA,NA,NA,NA
Career,NA,,TOT,NA,180,NA,NA,NA,NA,0.33,NA,NA,0.623,NA,NA,NA,NA
,NA,,BAA,NA,114,NA,NA,NA,NA,0.327,NA,NA,0.595,NA,NA,NA,NA
,NA,,NBA,NA,66,NA,NA,NA,NA,0.345,NA,NA,0.694,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MNL,BAA,NA,112,NA,NA,NA,NA,0.336,NA,NA,0.689,NA,NA,NA,NA
1 season,NA,CHS,BAA,NA,59,NA,NA,NA,NA,0.322,NA,NA,0.541,NA,NA,NA,NA
1 season,NA,BLB,NBA,NA,9,NA,NA,NA,NA,0.37,NA,NA,0.5,NA,NA,NA,NA
