Season,Team,Lg,Salary
1987-88,Los Angeles Clippers,NBA,"$283,708"
1988-89,Los Angeles Clippers,NBA,"$373,333"
1990-91,Denver Nuggets,NBA,"$990,000"
1991-92,Denver Nuggets,NBA,"$763,000"
1992-93,Boston Celtics,NBA,"$29,000"
1994-95,Charlotte Hornets,NBA,"$150,000"
1995-96,Orlando Magic,NBA,"$225,000"
1996-97,Milwaukee Bucks,NBA,"$400,000"
1997-98,Denver Nuggets,NBA,"$480,000"
1998-99,Charlotte Hornets,NBA,"$1,000,000"
Career,(may be incomplete),,"$4,694,041"
