Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1994-95,24,NYK,NBA,PG,10,0,44,4.8,22.7,0.211,1.2,12,0.1,3.6,10.8,0.333,8.4,12,0.7,1.2,6,7.2,4.8,2.4,0,9.6,8.4,19.1,NA,63,103
1995-96,25,NYK,NBA,PG,62,1,787,5.8,14.6,0.399,2.2,6.6,0.333,3.6,8,0.454,2.5,3.6,0.685,1.9,4.9,6.8,8.8,3.6,0.4,5.3,6.6,16.4,NA,95,101
1996-97,26,NYK,NBA,PG,79,21,1763,4,10.1,0.395,1.4,4.6,0.312,2.6,5.5,0.464,2.9,3.8,0.76,1.4,5.3,6.6,9.8,2.5,0.5,4.4,5.7,12.3,NA,101,101
1997-98,27,NYK,NBA,PG,82,82,2317,5.5,12.1,0.455,1.9,5,0.377,3.6,7.1,0.512,2.1,2.7,0.805,0.8,5.7,6.4,10.9,3.4,0.9,4.1,4.6,15.1,NA,108,98
1998-99,28,NYK,NBA,PG,50,50,1556,4.8,11.9,0.404,1.9,5.3,0.356,2.9,6.6,0.443,2,2.8,0.705,0.8,5.3,6.1,9.6,3.7,0.3,4.7,3.7,13.4,NA,95,96
1999-00,29,NYK,NBA,PG,72,69,1986,5.1,12.1,0.423,2.8,7.2,0.386,2.4,5,0.475,1.3,1.6,0.828,0.6,5.6,6.2,8.1,2.6,0.4,2.8,4.8,14.3,NA,109,100
2000-01,30,NYK,NBA,PG,61,33,1492,5.8,13.8,0.416,2.5,6.5,0.383,3.3,7.3,0.444,2.1,2.6,0.8,1.2,4.7,5.9,10.1,2.6,0.4,4.2,4.9,16.1,NA,103,98
2001-02,31,NYK,NBA,PG,63,0,1058,5.7,15.3,0.373,2.7,8.3,0.323,3,7,0.432,2.4,2.9,0.81,0.8,5.7,6.4,10.3,3.4,0.7,3.8,5.1,16.5,NA,101,103
2002-03,32,NYK,NBA,PG,66,6,1465,6,14.9,0.399,3.6,9.6,0.378,2.3,5.3,0.435,1.5,1.9,0.774,0.9,5.5,6.4,11,2.8,0.4,3.4,5.3,17,NA,109,105
2003-04,33,TOT,NBA,PG,71,10,1252,6.9,16.7,0.41,3.6,8.8,0.408,3.3,7.9,0.413,0.9,1.2,0.741,0.5,5.7,6.2,9.2,2.7,0.5,4.1,4.6,18.2,NA,102,100
2003-04,33,NYK,NBA,PG,35,10,827,7.5,16.9,0.442,3.8,8.9,0.428,3.6,7.9,0.459,1,1.4,0.762,0.6,5.6,6.2,11,3,0.5,4.5,4.8,19.8,NA,108,102
2003-04,33,SAS,NBA,PG,36,0,425,5.7,16.5,0.346,3.2,8.6,0.368,2.5,7.9,0.323,0.5,0.8,0.667,0.3,5.8,6.1,5.7,2.2,0.4,3.4,4.2,15.1,NA,89,96
2004-05,34,HOU,NBA,PG,14,13,360,3.6,11.6,0.312,2.4,7.7,0.314,1.2,3.9,0.308,1.7,2,0.846,0.9,5,5.9,6.5,2.3,0,2.7,3.3,11.3,NA,96,103
Career,NA,,NBA,,630,285,14080,5.4,13.1,0.408,2.4,6.7,0.364,2.9,6.4,0.455,1.9,2.5,0.771,0.9,5.4,6.3,9.7,3,0.5,4,4.9,15.1,NA,103,100
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,NYK,NBA,,580,272,13295,5.4,13.1,0.413,2.4,6.6,0.366,3,6.4,0.462,2,2.6,0.77,0.9,5.4,6.3,9.9,3,0.5,4,5,15.2,NA,104,100
1 season,NA,SAS,NBA,,36,0,425,5.7,16.5,0.346,3.2,8.6,0.368,2.5,7.9,0.323,0.5,0.8,0.667,0.3,5.8,6.1,5.7,2.2,0.4,3.4,4.2,15.1,NA,89,96
1 season,NA,HOU,NBA,,14,13,360,3.6,11.6,0.312,2.4,7.7,0.314,1.2,3.9,0.308,1.7,2,0.846,0.9,5,5.9,6.5,2.3,0,2.7,3.3,11.3,NA,96,103
