Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,24,NYK,NBA,PG,10,0,44,4,19,0.211,1,10,0.1,3,9,0.333,0.237,7,10,0.7,1,5,6,4,2,0,8,7,16
1995-96,25,NYK,NBA,PG,62,1,787,87,218,0.399,33,99,0.333,54,119,0.454,0.475,37,54,0.685,29,73,102,132,54,6,79,98,244
1996-97,26,NYK,NBA,PG,79,21,1763,133,337,0.395,48,154,0.312,85,183,0.464,0.466,95,125,0.76,45,175,220,326,83,15,147,188,409
1997-98,27,NYK,NBA,PG,82,82,2317,235,516,0.455,81,215,0.377,154,301,0.512,0.534,91,113,0.805,32,242,274,466,144,37,175,195,642
1998-99,28,NYK,NBA,PG,50,50,1556,135,334,0.404,53,149,0.356,82,185,0.443,0.484,55,78,0.705,23,149,172,271,103,8,131,105,378
1999-00,29,NYK,NBA,PG,72,69,1986,189,447,0.423,102,264,0.386,87,183,0.475,0.537,48,58,0.828,22,206,228,300,95,16,102,176,528
2000-01,30,NYK,NBA,PG,61,33,1492,155,373,0.416,67,175,0.383,88,198,0.444,0.505,56,70,0.8,32,127,159,273,70,10,112,132,433
2001-02,31,NYK,NBA,PG,63,0,1058,113,303,0.373,53,164,0.323,60,139,0.432,0.46,47,58,0.81,15,112,127,203,68,14,75,100,326
2002-03,32,NYK,NBA,PG,66,6,1465,165,414,0.399,101,267,0.378,64,147,0.435,0.521,41,53,0.774,25,152,177,306,78,11,95,146,472
2003-04,33,TOT,NBA,PG,71,10,1252,160,390,0.41,84,206,0.408,76,184,0.413,0.518,20,27,0.741,12,132,144,215,64,11,96,107,424
2003-04,33,NYK,NBA,PG,35,10,827,115,260,0.442,59,138,0.428,56,122,0.459,0.556,16,21,0.762,10,86,96,170,47,8,69,74,305
2003-04,33,SAS,NBA,PG,36,0,425,45,130,0.346,25,68,0.368,20,62,0.323,0.442,4,6,0.667,2,46,48,45,17,3,27,33,119
2004-05,34,HOU,NBA,PG,14,13,360,24,77,0.312,16,51,0.314,8,26,0.308,0.416,11,13,0.846,6,33,39,43,15,0,18,22,75
Career,NA,,NBA,,630,285,14080,1400,3428,0.408,639,1754,0.364,761,1674,0.455,0.502,508,659,0.771,242,1406,1648,2539,776,128,1038,1276,3947
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,NYK,NBA,,580,272,13295,1331,3221,0.413,598,1635,0.366,733,1586,0.462,0.506,493,640,0.77,234,1327,1561,2451,744,125,993,1221,3753
1 season,NA,SAS,NBA,,36,0,425,45,130,0.346,25,68,0.368,20,62,0.323,0.442,4,6,0.667,2,46,48,45,17,3,27,33,119
1 season,NA,HOU,NBA,,14,13,360,24,77,0.312,16,51,0.314,8,26,0.308,0.416,11,13,0.846,6,33,39,43,15,0,18,22,75
