Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Brian Quinnett,,0.8,0.1,-0.1
Alton Ford,93.1,0.8,0.1,-0.1
Terence Morris,72.8,0.9,0.2,-0.1
Linton Townes,70.2,0.7,0,-0.1
Okaro White,69.6,0.6,0.2,0
Samardo Samuels,69.3,0.7,0,-0.1
Ivano Newbill,67.7,1.1,0.1,-0.1
Jim Tucker,62.9,1,0.3,0
Joby Wright,62.4,0.6,0,-0.1
Jackie Moore,61.7,0.9,0.5,NA
Scott Roth,61.1,0.7,0.3,0.1
