,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1984-85,18,WASHST,24,517,63,133,,,16,21,,77,19,12,4,25,55,142,.474,,.762,21.5,5.9,3.2,0.8
1985-86,19,WASHST,31,815,122,250,,,29,49,,138,44,16,8,28,68,273,.488,,.592,26.3,8.8,4.5,1.4
1986-87,20,WASHST,28,944,186,373,37,94,53,75,,145,53,12,14,62,62,462,.499,.394,.707,33.7,16.5,5.2,1.9
1987-88,21,WASHST,1,29,6,16,0,1,3,4,,8,1,4,0,0,2,15,.375,.000,.750,29.0,15.0,8.0,1.0
1988-89,22,WASHST,28,917,210,437,20,55,76,105,,164,36,26,15,45,83,516,.481,.364,.724,32.8,18.4,5.9,1.3
Career,,,112,3222,587,1209,57,150,177,254,,532,153,70,41,160,270,1408,.486,.380,.697,28.8,12.6,4.8,1.4
