,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2005-06,18,LAL,NBA,1:52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
2006-07,19,LAL,NBA,17:48,4,7,0,0,4,7,3,6,5,7,12,0,0,2,1,2,9,10.1
2008-09,21,LAL,NBA,31:07,6,11,0,0,6,11,4,6,4,6,9,2,1,4,3,5,14,14.7
2009-10,22,LAL,NBA,39:00,8,10,0,0,8,10,9,12,5,10,14,2,1,7,3,5,21,21.2
2010-11,23,LAL,NBA,37:10,9,16,0,0,9,16,6,7,8,10,13,2,1,3,4,6,21,19.8
2011-12,24,LAL,NBA,42:57,12,20,0,0,12,20,11,12,9,11,18,4,2,10,4,5,27,24.1
Career,,,,42:57,12,20,0,0,12,20,11,12,9,11,18,4,2,10,4,6,27,24.1
