Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,22,POR,NBA,C,63,NA,16.9,2.2,4.7,0.465,1,1.7,0.606,1.6,3.1,4.7,1.3,0.6,0.6,NA,2,5.5
1977-78,23,HOU,NBA,C,12,NA,5.5,0.9,1.7,0.55,0.3,0.8,0.4,0.4,0.8,1.2,0.2,0.1,0.1,0.6,1.3,2.2
Career,NA,,NBA,,75,NA,15.1,2,4.3,0.47,0.9,1.6,0.588,1.4,2.7,4.1,1.1,0.5,0.5,0.6,1.9,4.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,POR,NBA,,63,NA,16.9,2.2,4.7,0.465,1,1.7,0.606,1.6,3.1,4.7,1.3,0.6,0.6,NA,2,5.5
1 season,NA,HOU,NBA,,12,NA,5.5,0.9,1.7,0.55,0.3,0.8,0.4,0.4,0.8,1.2,0.2,0.1,0.1,0.6,1.3,2.2
