Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1964-65,24,LAL,NBA,NA,11,33,14.9,0.589,0.182,NA,NA,NA,17.8,NA,0.1,0,0.1,0.175
Career,NA,,NBA,NA,11,33,14.9,0.589,0.182,NA,NA,NA,17.8,NA,0.1,0,0.1,0.175
