,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,22,MNL,NBA,,7,,5,5,,,,16
1950-51,23,MNL,NBA,,6,,9,11,,,,17
1951-52,24,MNL,NBA,,8,,6,7,,,6,18
1952-53,25,MNL,NBA,,8,,5,10,,,6,19
1953-54,26,TOT,NBA,,8,,8,,,,6,22
1953-54,26,MNL,NBA,,5,,5,7,,,6,12
1953-54,26,MLH,NBA,,8,,8,,,,6,22
1954-55,27,MLH,NBA,,12,,6,,,,6,30
1955-56,28,STL,NBA,,10,,6,8,,,6,20
1956-57,29,TOT,NBA,,10,,6,8,,,6,23
1956-57,29,STL,NBA,,4,,1,3,,,4,9
1956-57,29,SYR,NBA,,10,,6,8,,,6,23
1957-58,30,SYR,NBA,,8,,5,6,,,,21
Career,,,,,12,,9,,,,,30
5 Seasons,,MNL,NBA,,8,,9,11,,,,19
4 Seasons,,"MLH,STL",NBA,,12,,8,,,,6,30
2 Seasons,,SYR,NBA,,10,,6,8,,,,23
