Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,21,TOR,NBA,SF,17,0,83,4.8,9.5,0.5,0,0,NA,4.8,9.5,0.5,3.5,6.1,0.571,4.8,5.2,10,1.3,0.9,0,2.6,5.2,13
2012-13,27,PHO,NBA,SG,79,45,1910,4,8.4,0.473,0.4,1.3,0.314,3.5,7,0.503,1.2,1.6,0.744,2.5,4.1,6.6,2.1,1.2,0.4,1.3,2.7,9.5
2013-14,28,PHO,NBA,SF,81,81,2490,3.8,8.9,0.431,1.1,2.8,0.387,2.8,6.1,0.45,2.3,2.9,0.776,2.3,5.3,7.6,2,1.6,0.3,1.5,2.9,11
2014-15,29,PHO,NBA,SF,78,63,2383,3.9,9,0.438,1.3,3.8,0.345,2.6,5.2,0.506,1.6,2.2,0.727,1.7,5.9,7.6,1.8,1.6,0.3,1.5,2.7,10.8
2015-16,30,PHO,NBA,SF,82,80,2540,3.4,8.2,0.411,1,2.9,0.33,2.4,5.3,0.455,1.5,2,0.746,2.3,4.9,7.3,2.5,1.5,0.3,1.6,2.9,9.2
2016-17,31,TOT,NBA,SF,81,21,2236,3.2,7.8,0.413,1.1,3.2,0.357,2.1,4.6,0.451,1.2,1.5,0.774,1.9,5.7,7.6,1.6,1.9,0.3,1.1,3.2,8.7
2016-17,31,PHO,NBA,SF,57,17,1627,3.3,7.8,0.415,1,3,0.338,2.2,4.8,0.463,1.3,1.7,0.792,2.1,5.5,7.6,1.6,1.9,0.3,1.2,3.2,8.9
2016-17,31,TOR,NBA,SF,24,4,609,3.1,7.6,0.406,1.4,3.5,0.4,1.7,4,0.412,0.7,0.9,0.688,1.4,6.3,7.6,1.5,1.8,0.3,0.8,3.1,8.2
2017-18,32,HOU,NBA,PF,82,34,2281,2.7,7,0.39,1.8,4.9,0.371,0.9,2.1,0.435,0.7,0.9,0.717,1.5,5.7,7.2,1.2,1.2,0.4,1.2,3.2,7.9
2018-19,33,HOU,NBA,PF,82,82,2802,2.7,6.7,0.396,1.9,5,0.377,0.8,1.7,0.449,0.5,0.8,0.695,1.6,4.6,6.2,1.2,1.7,0.5,0.8,3.2,7.7
2019-20,34,HOU,NBA,PF,64,64,2203,2.6,6.1,0.433,1.6,4.2,0.37,1.1,1.9,0.573,0.6,0.7,0.841,1.7,5.5,7.2,1.7,1.1,0.5,1.1,3.4,7.5
Career,NA,,NBA,,646,470,18928,3.3,7.8,0.423,1.3,3.6,0.362,2,4.2,0.475,1.2,1.6,0.749,1.9,5.2,7.2,1.8,1.5,0.4,1.2,3.1,9.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHO,NBA,,377,286,10950,3.7,8.5,0.433,1,2.8,0.347,2.7,5.7,0.475,1.6,2.1,0.757,2.2,5.2,7.3,2,1.5,0.3,1.4,2.9,10
3 seasons,NA,HOU,NBA,,228,180,7286,2.7,6.6,0.404,1.8,4.7,0.373,0.9,1.9,0.482,0.6,0.8,0.742,1.6,5.2,6.8,1.4,1.4,0.5,1,3.3,7.7
2 seasons,NA,TOR,NBA,,41,4,692,3.3,7.8,0.42,1.2,3.1,0.4,2,4.7,0.433,1,1.6,0.633,1.8,6.1,7.9,1.5,1.7,0.3,1,3.4,8.8
