Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,BUF,NBA,SG,59,NA,693,4.6,9.6,0.476,2.8,4.1,0.671,1.3,2.1,3.4,2.8,1.6,0.5,NA,4.7,11.9
1974-75,23,BUF,NBA,SG,79,NA,1690,5.1,11,0.466,2.6,3.1,0.822,1.4,2,3.5,3.6,1.9,0.4,NA,3.5,12.8
1975-76,24,BUF,NBA,SG,81,NA,2247,5.3,11.5,0.456,2.6,3.3,0.785,0.9,2.6,3.5,3.3,2,0.8,NA,4.1,13.1
1976-77,25,ATL,NBA,SG,82,NA,2487,5.1,12.4,0.414,3,3.7,0.801,0.6,1.8,2.4,4.3,2,0.7,NA,3.5,13.2
1977-78,26,ATL,NBA,SG,21,NA,520,5.1,12.7,0.397,2.9,3.5,0.84,0.4,1.2,1.7,5.7,1.7,0.3,2.6,3.7,13
Career,NA,,NBA,,322,NA,7637,5.1,11.6,0.441,2.7,3.5,0.789,0.9,2.1,3,3.8,1.9,0.6,2.6,3.8,12.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,219,NA,4630,5.1,11,0.462,2.6,3.3,0.777,1.2,2.3,3.5,3.3,1.9,0.6,NA,4,12.8
2 seasons,NA,ATL,NBA,,103,NA,3007,5.1,12.4,0.411,3,3.7,0.807,0.6,1.7,2.3,4.5,2,0.6,2.6,3.5,13.2
