Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,BUF,NBA,SG,2,NA,10,3,4,0.75,0,0,NA,2,0,2,0,0,0,NA,2,6
1974-75,23,BUF,NBA,SG,7,NA,208,22,55,0.4,8,11,0.727,3,10,13,18,6,5,NA,27,52
1975-76,24,BUF,NBA,SG,9,NA,238,22,55,0.4,9,13,0.692,6,20,26,14,7,6,NA,31,53
Career,NA,,NBA,,18,NA,456,47,114,0.412,17,24,0.708,11,30,41,32,13,11,NA,60,111
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BUF,NBA,,18,NA,456,47,114,0.412,17,24,0.708,11,30,41,32,13,11,NA,60,111
