,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1973-74,22,BUF,NBA,,2,2,0,0,,,1,0,,,,2,4,
1974-75,23,BUF,NBA,,7,14,4,5,,,3,5,,,,6,18,
1975-76,24,BUF,NBA,,5,9,4,4,,,6,4,,,,6,11,
Career,,,,,7,14,4,5,,,6,5,,,,6,18,
