,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,32,DAL,NBA,SF,15,227,.395,16.4,.494,.198,.086,.074,.136,.506,.450,.688,.286,.333,.273,.341,.444,.062,3,.857,.439,.278,0,0
Career,,,NBA,,15,227,.395,16.4,.494,.198,.086,.074,.136,.506,.450,.688,.286,.333,.273,.341,.444,.062,3,.857,.439,.278,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,DAL,NBA,,15,227,.395,16.4,.494,.198,.086,.074,.136,.506,.450,.688,.286,.333,.273,.341,.444,.062,3,.857,.439,.278,0,0
