,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,CLE,NBA,PG,82,2848,.452,11.0,.936,.264,.205,.260,.206,.064,.465,.629,.341,.454,.393,.266,.244,.003,2,.529,.047,.333,13,1
2001-02,25,CLE,NBA,PG,81,3023,.454,11.3,.917,.248,.198,.282,.189,.083,.472,.575,.415,.464,.406,.253,.252,.001,1,.727,.092,.250,10,0
2002-03,26,LAC,NBA,PG,80,2913,.406,11.2,.884,.260,.208,.250,.166,.116,.432,.556,.378,.379,.383,.213,.268,.003,2,.739,.083,.333,10,0
2003-04,27,DEN,NBA,PG,82,2838,.457,9.1,.931,.368,.186,.238,.139,.069,.477,.613,.423,.406,.313,.185,.356,.005,4,.500,.154,.200,6,0
2004-05,28,DEN,NBA,PG,82,2852,.477,10.0,.956,.378,.106,.208,.265,.044,.492,.648,.379,.355,.422,.154,.451,.003,3,.333,.051,.000,9,0
2005-06,29,DEN,NBA,PG,82,2937,.463,9.4,.969,.396,.114,.202,.258,.031,.472,.554,.444,.409,.409,.185,.316,.001,0,.600,.111,.333,10,1
2006-07,30,TOT,NBA,PG,80,2966,.466,10.4,.961,.333,.132,.231,.265,.039,.479,.607,.417,.386,.432,.143,.289,.000,0,.800,.057,.500,10,0
2006-07,30,DEN,NBA,PG,23,822,.472,10.4,.935,.383,.141,.145,.266,.065,.487,.642,.429,.278,.409,.250,.292,.000,0,.750,.000,,4,0
2006-07,30,PHI,NBA,PG,57,2144,.464,10.4,.971,.315,.129,.263,.265,.029,.477,.591,.412,.408,.440,.053,.288,.000,0,1.000,.105,.500,6,0
2007-08,31,PHI,NBA,PG,82,3016,.492,10.2,.971,.312,.132,.304,.221,.029,.504,.620,.497,.466,.398,.088,.320,.001,1,.667,.059,.000,11,0
2008-09,32,PHI,NBA,PG,82,2976,.473,9.2,.949,.416,.104,.207,.223,.051,.483,.584,.370,.414,.409,.283,.291,.000,0,.600,.132,.286,6,0
2009-10,33,POR,NBA,PG,82,2500,.445,10.4,.912,.382,.112,.160,.258,.088,.469,.602,.431,.372,.346,.200,.273,.002,2,.750,.125,.200,8,0
2010-11,34,POR,NBA,PG,81,2650,.460,10.6,.956,.276,.217,.219,.244,.044,.476,.665,.421,.411,.369,.108,.359,.000,0,1.000,.108,.250,5,0
2011-12,35,DEN,NBA,SG,66,1809,.438,10.5,.850,.351,.230,.149,.120,.150,.478,.644,.346,.390,.348,.217,.263,.000,0,.833,.229,.158,10,1
2012-13,36,DEN,NBA,PG,82,2151,.479,8.7,.899,.422,.207,.176,.093,.101,.504,.618,.397,.387,.441,.266,.248,.002,1,1.000,.297,.158,4,0
2013-14,37,TOT,NBA,SG,58,982,.459,9.0,.909,.368,.307,.117,.117,.091,.452,.576,.338,.370,.444,.524,.189,.000,0,.909,.143,1.000,5,0
2013-14,37,DEN,NBA,SG,30,570,.458,10.4,.875,.313,.306,.139,.118,.125,.452,.556,.364,.400,.471,.500,.193,.000,0,.889,.111,1.000,4,0
2013-14,37,WAS,NBA,SG,28,412,.460,6.7,.966,.460,.310,.080,.115,.034,.452,.600,.296,.286,.400,.667,.184,.000,0,1.000,.333,1.000,1,0
2014-15,38,TOT,NBA,PG,81,1253,.500,9.2,.883,.362,.262,.166,.093,.117,.539,.629,.461,.417,.630,.206,.290,.000,0,.714,.147,.200,2,0
2014-15,38,WAS,NBA,PG,51,631,.542,7.1,.944,.479,.239,.148,.077,.056,.567,.632,.441,.524,.636,.125,.276,.000,0,1.000,.000,,1,0
2014-15,38,SAC,NBA,PG,30,622,.459,11.3,.824,.250,.284,.182,.108,.176,.508,.622,.476,.333,.625,.231,.306,.000,0,.667,.192,.200,1,0
2015-16,39,TOT,NBA,PG,39,461,.557,8.4,.925,.462,.179,.208,.075,.075,.582,.612,.579,.500,.625,.250,.333,.000,0,1.000,.125,.000,3,0
2015-16,39,MIN,NBA,PG,26,280,.621,8.5,.931,.534,.138,.190,.069,.069,.648,.677,.625,.545,.750,.250,.371,.000,0,1.000,.000,,3,0
2015-16,39,SAS,NBA,PG,13,181,.479,8.4,.917,.375,.229,.229,.083,.083,.500,.500,.545,.455,.500,.250,.273,.000,0,1.000,.250,.000,0,0
Career,,,NBA,,1222,38175,.461,10.1,.932,.338,.167,.224,.203,.068,.479,.607,.405,.416,.397,.218,.303,.002,16,.727,.128,.234,122,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,DEN,NBA,,447,13979,.464,9.6,.927,.380,.165,.195,.187,.073,.483,.612,.398,.386,.396,.228,.333,.002,8,.761,.176,.200,47,2
3 seasons,,PHI,NBA,,221,8136,.479,9.9,.963,.351,.121,.259,.232,.037,.490,.599,.436,.437,.413,.179,.302,.000,1,.632,.104,.273,23,0
2 seasons,,CLE,NBA,,163,5871,.453,11.1,.926,.256,.202,.272,.197,.074,.469,.602,.379,.459,.400,.258,.248,.002,3,.641,.073,.273,23,1
2 seasons,,POR,NBA,,163,5150,.452,10.5,.933,.331,.163,.188,.251,.067,.472,.628,.425,.394,.357,.171,.316,.001,2,.800,.120,.214,13,0
1 season,,LAC,NBA,,80,2913,.406,11.2,.884,.260,.208,.250,.166,.116,.432,.556,.378,.379,.383,.213,.268,.003,2,.739,.083,.333,10,0
2 seasons,,WAS,NBA,,79,1043,.511,7.0,.952,.472,.266,.122,.092,.048,.523,.620,.377,.464,.524,.273,.246,.000,0,1.000,.091,1.000,2,0
1 season,,SAC,NBA,,30,622,.459,11.3,.824,.250,.284,.182,.108,.176,.508,.622,.476,.333,.625,.231,.306,.000,0,.667,.192,.200,1,0
1 season,,MIN,NBA,,26,280,.621,8.5,.931,.534,.138,.190,.069,.069,.648,.677,.625,.545,.750,.250,.371,.000,0,1.000,.000,,3,0
1 season,,SAS,NBA,,13,181,.479,8.4,.917,.375,.229,.229,.083,.083,.500,.500,.545,.455,.500,.250,.273,.000,0,1.000,.250,.000,0,0
