Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,27,DEN,NBA,PG,5,5,174,7,14.9,0.472,0,0.4,0,7,14.5,0.486,1.9,2.3,0.818,3.1,1.7,4.8,3.3,1.7,0,2.1,3.3,15.9
2004-05,28,DEN,NBA,PG,5,5,184,5.5,12.9,0.424,0.4,0.8,0.5,5.1,12.1,0.419,4.5,6.3,0.719,1.8,3.3,5.1,5.1,2,0.2,2.3,4.3,15.8
2005-06,29,DEN,NBA,PG,5,5,182,6.7,15.2,0.442,0,0,NA,6.7,15.2,0.442,2.8,3.4,0.824,1.6,2.8,4.4,7.1,1,0.2,3.2,2.4,16.2
2007-08,31,PHI,NBA,PG,6,6,229,6.1,14,0.438,0,0.5,0,6.1,13.5,0.453,2.2,3.5,0.636,1.1,1.9,3,3.1,0.8,0,2.2,1.9,14.5
2008-09,32,PHI,NBA,PG,6,6,258,6.7,14.1,0.475,0.4,1.4,0.3,6.3,12.7,0.495,3.9,4.7,0.824,1.3,4,5.3,4.5,1,0.1,2.7,2.4,17.7
2009-10,33,POR,NBA,PG,6,6,210,5.1,12.7,0.405,0.5,1.2,0.429,4.6,11.5,0.403,5.3,6.9,0.775,0.9,2.4,3.3,6.2,1.2,0.2,3.3,2.1,16.1
2010-11,34,POR,NBA,PG,6,6,194,6.1,12.4,0.493,0.7,1.9,0.4,5.4,10.6,0.509,3.5,4.5,0.792,0.9,2.6,3.5,6.1,0.4,0,2.4,3.2,16.5
2011-12,35,DEN,NBA,SG,7,0,200,5.6,13.1,0.425,0.7,1.3,0.571,4.9,11.9,0.409,2.3,2.7,0.867,2.5,4.5,7,7.6,1.6,0.2,3.1,3.4,14.2
2012-13,36,DEN,NBA,PG,6,0,154,6.8,16.1,0.42,1.2,2.6,0.455,5.6,13.6,0.414,4.9,6.3,0.778,2.6,2.1,4.7,5.4,0.5,0,3.7,1.9,19.6
2013-14,37,WAS,NBA,SG,11,0,108,6.3,13.7,0.463,0.3,1,0.333,6,12.7,0.474,1.7,3,0.556,0.7,3,3.7,3,1,0,2.7,4,14.7
2015-16,39,SAS,NBA,PG,5,0,35,3.1,7.2,0.429,1,3.1,0.333,2.1,4.1,0.5,2.1,2.1,1,2.1,3.1,5.1,7.2,0,0,0,4.1,9.3
Career,NA,,NBA,,68,39,1928,6.1,13.7,0.446,0.4,1.1,0.383,5.7,12.6,0.451,3.3,4.4,0.768,1.6,2.9,4.5,5.2,1.1,0.1,2.7,2.8,16
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DEN,NBA,,28,15,894,6.3,14.4,0.437,0.4,1,0.458,5.8,13.4,0.435,3.2,4.1,0.784,2.3,2.9,5.2,5.8,1.4,0.1,2.9,3.1,16.2
2 seasons,NA,PHI,NBA,,12,12,487,6.4,14,0.458,0.2,1,0.231,6.2,13.1,0.475,3.1,4.1,0.75,1.2,3,4.2,3.8,0.9,0.1,2.4,2.1,16.2
2 seasons,NA,POR,NBA,,12,12,404,5.6,12.6,0.447,0.6,1.5,0.412,5,11,0.452,4.5,5.7,0.781,0.9,2.5,3.4,6.1,0.8,0.1,2.9,2.6,16.3
1 season,NA,WAS,NBA,,11,0,108,6.3,13.7,0.463,0.3,1,0.333,6,12.7,0.474,1.7,3,0.556,0.7,3,3.7,3,1,0,2.7,4,14.7
1 season,NA,SAS,NBA,,5,0,35,3.1,7.2,0.429,1,3.1,0.333,2.1,4.1,0.5,2.1,2.1,1,2.1,3.1,5.1,7.2,0,0,0,4.1,9.3
