,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,NOB,ABA,,4,,0,,,,4,4,,,,,,,10
1968-69,24,NOB,ABA,,6,,1,,,,8,9,,,,,,,14
Career,,,,,6,,1,,,,8,9,,,,,,,14
