,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,24,MIL,NBA,SG,75,1982,54%,44%,3%,,,+2.6,+5.1,65,29,68,8,48,8,742,13,41
2017-18,25,MIL,NBA,PG,48,1436,39%,57%,4%,,,-1.4,-2.1,39,13,57,3,30,3,348,7,40
2018-19,26,MIL,NBA,SG,64,1832,9%,84%,7%,,,+11.2,+4.9,50,22,44,8,62,6,500,11,60
2019-20,27,IND,NBA,PG,48,1472,66%,34%,1%,,,+3.2,+1.7,62,34,39,11,47,8,781,10,46
Career,,,NBA,,235,6722,41%,55%,4%,,,+4.2,+2.8,216,98,208,30,187,25,2371,41,187
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,187,5250,34%,61%,4%,,,+4.5,+3.0,154,64,169,19,140,17,1590,31,141
1 season,,IND,NBA,,48,1472,66%,34%,1%,,,+3.2,+1.7,62,34,39,11,47,8,781,10,46
