Season,Team,Lg,Salary
2016-17,Milwaukee Bucks,NBA,"$925,000"
2017-18,Milwaukee Bucks,NBA,"$1,312,611"
2018-19,Milwaukee Bucks,NBA,"$1,544,951"
Career,(may be incomplete),,"$3,782,562"
