,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,24,MIL,NBA,SG,75,1982,.457,11.6,.696,.406,.118,.083,.088,.304,.480,.562,.333,.396,.375,.404,.415,.039,24,.897,.244,.489,1,0
2017-18,25,MIL,NBA,PG,48,1436,.485,11.7,.680,.374,.127,.115,.064,.320,.532,.660,.297,.414,.469,.385,.396,.022,11,.726,.261,.476,1,0
2018-19,26,MIL,NBA,SG,64,1832,.505,10.8,.674,.493,.111,.036,.033,.326,.544,.640,.217,.407,.360,.426,.467,.009,6,.837,.197,.500,0,0
2019-20,27,IND,NBA,PG,48,1472,.439,13.8,.704,.326,.083,.106,.188,.296,.491,.535,.291,.529,.484,.313,.197,.009,6,.393,.072,.214,0,0
Career,,,NBA,,235,6722,.472,12.0,.688,.405,.109,.082,.093,.312,.511,.602,.282,.447,.443,.385,.372,.019,47,.741,.190,.464,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,187,5250,.484,11.3,.683,.432,.118,.073,.060,.317,.519,.620,.279,.406,.398,.408,.431,.023,41,.828,.229,.489,2,0
1 season,,IND,NBA,,48,1472,.439,13.8,.704,.326,.083,.106,.188,.296,.491,.535,.291,.529,.484,.313,.197,.009,6,.393,.072,.214,0,0
