Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,30,WAT,NBA,NA,14,NA,NA,0.302,0.576,NA,NA,NA,NA,NA,-0.2,-0.1,-0.3,NA
Career,NA,,NBA,NA,14,NA,NA,0.302,0.576,NA,NA,NA,NA,NA,-0.2,-0.1,-0.3,NA
