,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,DEN,NBA,PG,74,1260,77%,23%,,,,-4.7,-3.5,78,28,29,19,62,0,655,13,42
2001-02,32,MIN,NBA,PG,16,252,100%,,,,,-3.6,-7.9,9,3,4,5,7,0,103,1,4
2002-03,33,NOH,NBA,PG,28,440,100%,,,,,-8.9,-12.6,18,14,6,2,15,0,182,1,16
2003-04,34,NJN,NBA,PG,26,220,100%,,,,,-16.6,-20.5,14,1,9,1,2,0,56,1,6
Career,,,NBA,,144,2172,87%,13%,,,,-6.6,-7.6,119,46,48,27,86,0,996,16,68
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DEN,NBA,,74,1260,77%,23%,,,,-4.7,-3.5,78,28,29,19,62,0,655,13,42
1 season,,NOH,NBA,,28,440,100%,,,,,-8.9,-12.6,18,14,6,2,15,0,182,1,16
1 season,,NJN,NBA,,26,220,100%,,,,,-16.6,-20.5,14,1,9,1,2,0,56,1,6
1 season,,MIN,NBA,,16,252,100%,,,,,-3.6,-7.9,9,3,4,5,7,0,103,1,4
