,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,ATL,NBA,SG,82,3089,21%,74%,5%,,,-5.6,+1.1,142,62,87,9,111,0,853,21,87
2001-02,24,ATL,NBA,SG,78,2967,48%,52%,,,,-3.8,+4.4,113,47,72,8,116,0,954,16,65
2002-03,25,ATL,NBA,PG,81,3081,97%,3%,,,,-2.9,+3.9,151,59,66,15,95,0,1290,9,46
2003-04,26,ATL,NBA,PG,81,3018,83%,17%,,,,-4.1,+2.7,132,59,65,14,83,0,957,20,50
2004-05,27,DAL,NBA,PG,80,2401,95%,5%,,,,+9.6,+8.7,91,29,57,15,60,0,949,14,33
2005-06,28,DAL,NBA,PG,80,2798,93%,8%,,,,+8.5,+6.5,76,34,70,9,74,16,667,12,45
2006-07,29,DAL,NBA,SG,81,2846,41%,59%,,,,+10.3,+7.7,80,39,70,15,81,23,942,21,26
2007-08,30,DAL,NBA,SG,82,2579,43%,57%,,,,+5.6,+1.2,58,17,66,8,84,11,596,18,43
2008-09,31,DAL,NBA,SG,74,2491,3%,89%,8%,,,+2.9,+1.2,61,38,58,10,83,4,568,20,38
2009-10,32,DAL,NBA,SG,77,2540,,89%,12%,,,+3.1,+0.7,60,24,61,8,95,13,672,17,41
2010-11,33,DAL,NBA,SG,82,2564,,91%,9%,,,+5.9,+3.2,98,41,57,10,76,5,762,17,47
2011-12,34,DAL,NBA,SG,63,2000,9%,87%,4%,,,+0.2,-2.8,78,35,29,7,36,4,512,8,32
2012-13,35,BOS,NBA,SG,79,2124,36%,62%,1%,,,-0.6,-0.2,66,18,46,8,37,4,442,5,15
2013-14,36,BRK,NBA,PG,35,570,100%,,,,,-5.9,-6.1,18,5,16,1,8,6,128,4,6
2014-15,37,HOU,NBA,SG,77,1641,83%,17%,,,,+3.4,-0.4,47,15,50,5,14,4,345,5,7
2015-16,38,HOU,NBA,SG,72,1258,60%,40%,1%,,,-1.3,-2.0,29,15,44,2,9,0,249,4,4
2016-17,39,MIL,NBA,SG,74,1365,58%,42%,,,,+4.5,+6.7,24,5,35,4,13,3,233,2,8
2017-18,40,MIL,NBA,SG,51,814,29%,68%,3%,,,+1.4,+1.9,19,2,22,0,1,1,136,0,5
Career,,,NBA,,1329,40146,48%,49%,3%,,,+1.9,+2.8,1343,544,971,148,1076,94,11255,213,598
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,DAL,NBA,,619,20219,37%,59%,4%,,,+6.0,+3.5,602,257,468,82,589,76,5668,127,305
4 seasons,,ATL,NBA,,322,12155,62%,37%,1%,,,-4.1,+3.0,538,227,290,46,405,0,4054,66,248
2 seasons,,HOU,NBA,,149,2899,73%,27%,,,,+1.4,-1.1,76,30,94,7,23,4,594,9,11
2 seasons,,MIL,NBA,,125,2179,47%,52%,1%,,,+3.4,+4.9,43,7,57,4,14,4,369,2,13
1 season,,BOS,NBA,,79,2124,36%,62%,1%,,,-0.6,-0.2,66,18,46,8,37,4,442,5,15
1 season,,BRK,NBA,,35,570,100%,,,,,-5.9,-6.1,18,5,16,1,8,6,128,4,6
