,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,22,CHA,NBA,SF,57,535,,,4%,83%,14%,+1.4,-0.2,4,3,20,3,30,3,47,2,25
2010-11,23,TOT,NBA,SF,49,576,,4%,50%,44%,2%,-4.3,-2.8,10,10,20,7,30,2,71,12,11
2010-11,23,CHA,NBA,SF,41,488,,5%,53%,40%,2%,-2.4,+2.4,9,8,18,5,25,1,60,11,10
2010-11,23,NYK,NBA,SF,8,88,,,37%,63%,,-13.7,-15.2,1,2,2,2,5,1,11,1,1
2011-12,24,CHA,NBA,SF,65,1443,,1%,91%,8%,,-14.7,+1.7,16,21,44,3,70,3,143,19,41
Career,,,NBA,,171,2554,,2%,64%,31%,3%,-9.0,+0.3,30,34,84,13,130,8,261,33,77
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CHA,NBA,,163,2466,,2%,65%,30%,3%,-8.8,+1.4,29,32,82,11,125,7,250,32,76
1 season,,NYK,NBA,,8,88,,,37%,63%,,-13.7,-15.2,1,2,2,2,5,1,11,1,1
