Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Derrick Brown,,2.3,1.3,1,NA
Cliff Pondexter,93.6,2.2,1.5,1,NA
Marty Byrnes,91.6,2.3,1,0.9,0
Grady Lewis,87.5,2.4,1.1,0.8,NA
Taurean Waller-Prince,84.3,2,1.5,1.1,NA
Thon Maker,83.0,2,1.5,1.3,NA
Walter Herrmann,82.9,2.4,1,0.7,NA
Al Eberhard,82.4,2.6,1.8,0.9,0
Carey Scurry,81.1,2.6,1.8,0.9,NA
Sam Dekker,80.8,3.1,1.2,1,0
Keith Lee,80.2,1.9,1.1,0.8,NA
