,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,NOB,ABA,,15,,1,,,,17,21,,,,,,,,,35
1968-69,24,NOB,ABA,,17,,1,,,,18,20,,,,,,,,,48
1969-70,25,NOB,ABA,,18,,1,,,,13,16,,,,,,,,,44
1970-71,26,MMP,ABA,,15,,2,,,,14,17,,,,,,,,,35
1971-72,27,UTS,ABA,,14,,1,,,,11,14,,,,,,,,,35
1972-73,28,UTS,ABA,,13,,0,,,,16,17,,,,,,,,,42
1973-74,29,UTS,ABA,,14,,0,,,,9,10,,,,,,,,,33
1974-75,30,WSB,NBA,,9,,,,,,8,9,,,,,,,,,24
1975-76,31,WSB,NBA,,7,,,,,,8,10,,,,,,,,,16
1976-77,32,WSB,NBA,,2,6,,,,,2,4,,,2,1,,,,2,4
Career,,,TOT,,18,,,,,,18,21,,,,,,,,,48
,,,NBA,,9,,,,,,8,10,,,,,,,,,24
,,,ABA,,18,,2,,,,18,21,,,,,,,,,48
,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,"MMP,NOB",ABA,,18,,2,,,,18,21,,,,,,,,,48
3 Seasons,,UTS,ABA,,14,,1,,,,16,17,,,,,,,,,42
3 Seasons,,WSB,NBA,,9,,,,,,8,10,,,,,,,,,24
