Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,NOB,ABA,SG,1,NA,19:00,4,9,0.444,0,0,NA,2,4,0.5,1,1,3,NA,NA,2,1,10
1968-69,24,NOB,ABA,PG,1,NA,18:00,4,11,0.364,0,0,NA,6,6,1,1,1,2,NA,NA,0,1,14
1969-70,25,NOB,ABA,PG,1,NA,14:00,0,3,0,0,2,0,0,0,NA,NA,3,0,NA,NA,NA,1,0
1970-71,26,MMP,ABA,PG,1,NA,27:00,3,5,0.6,0,1,0,7,9,0.778,0,0,4,NA,NA,1,5,13
1972-73,28,UTS,ABA,PG,1,NA,36:00,6,10,0.6,0,2,0,2,2,1,1,5,4,1,0,4,2,14
1973-74,29,UTS,ABA,PG,1,NA,25:00,4,6,0.667,0,0,NA,3,5,0.6,1,4,2,0,0,0,1,11
Career,NA,,ABA,,6,NA,139,21,44,0.477,0,5,0,20,26,0.769,4,14,15,1,0,7,11,62
