Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,NOB,ABA,SG,17,NA,785,144,315,0.457,0,1,0,144,314,0.459,0.457,87,118,0.737,NA,NA,117,56,NA,NA,41,56,375
1968-69,24,NOB,ABA,PG,11,NA,445,123,223,0.552,0,4,0,123,219,0.562,0.552,86,113,0.761,NA,NA,58,59,NA,NA,35,35,332
1970-71,26,MMP,ABA,PG,4,NA,130,24,48,0.5,0,0,NA,24,48,0.5,0.5,17,25,0.68,5,19,24,15,NA,NA,17,16,65
1971-72,27,UTS,ABA,PG,11,NA,435,93,172,0.541,0,0,NA,93,172,0.541,0.541,45,63,0.714,NA,NA,44,69,NA,NA,37,40,231
1972-73,28,UTS,ABA,PG,10,NA,316,64,130,0.492,0,0,NA,64,130,0.492,0.492,35,44,0.795,16,25,41,43,NA,NA,26,37,163
1973-74,29,UTS,ABA,PG,18,NA,742,154,267,0.577,0,2,0,154,265,0.581,0.577,66,85,0.776,30,57,87,98,27,5,49,60,374
1974-75,30,WSB,NBA,PG,11,NA,206,29,64,0.453,NA,NA,NA,29,64,0.453,0.453,10,11,0.909,5,17,22,21,16,1,NA,21,68
1975-76,31,WSB,NBA,PG,7,NA,165,22,45,0.489,NA,NA,NA,22,45,0.489,0.489,18,21,0.857,2,15,17,10,10,0,NA,15,62
Career,NA,,TOT,,89,NA,3224,653,1264,0.517,0,7,0,653,1257,0.519,0.517,364,480,0.758,58,133,410,371,53,6,205,280,1670
,NA,,ABA,,71,NA,2853,602,1155,0.521,0,7,0,602,1148,0.524,0.521,336,448,0.75,51,101,371,340,27,5,205,244,1540
,NA,,NBA,,18,NA,371,51,109,0.468,NA,NA,NA,51,109,0.468,0.468,28,32,0.875,7,32,39,31,26,1,NA,36,130
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,UTS,ABA,,39,NA,1493,311,569,0.547,0,2,0,311,567,0.549,0.547,146,192,0.76,46,82,172,210,27,5,112,137,768
3 seasons,NA,"NOB,MMP",ABA,,32,NA,1360,291,586,0.497,0,5,0,291,581,0.501,0.497,190,256,0.742,5,19,199,130,NA,NA,93,107,772
2 seasons,NA,WSB,NBA,,18,NA,371,51,109,0.468,NA,NA,NA,51,109,0.468,0.468,28,32,0.875,7,32,39,31,26,1,NA,36,130
