,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,22,LAL,NBA,,4,,,,,,3,5,,,,,,,,,10,
1978-79,23,TOT,NBA,,5,,,,,,3,4,,,,,,,,,11,
1978-79,23,LAL,NBA,,3,,,,,,3,4,,,,,,,,,9,
1978-79,23,IND,NBA,,5,7,,,,,2,3,,,3,6,,,,3,11,
1979-80,24,TOT,NBA,,8,,0,,,,5,,,,,,,,,,17,
1979-80,24,IND,NBA,,2,,0,,,,2,,,,1,,,,,,5,
1979-80,24,UTA,NBA,,8,,0,,,,5,6,,,,,,,,,17,
1980-81,25,DAL,NBA,,11,,1,,,,8,9,,,,,,,,,31,
1981-82,26,DAL,NBA,,14,,2,,,,9,11,,,7,,,,,,32,
1982-83,27,DAL,NBA,,9,17,1,,9,,11,14,,,6,15,,,,6,21,
1983-84,28,DAL,NBA,,10,16,1,2,10,16,10,11,3,5,8,14,6,2,6,6,24,24.4
1984-85,29,DAL,NBA,,8,13,3,5,8,12,8,9,3,6,7,17,4,1,5,6,19,23.2
1985-86,30,DAL,NBA,,8,13,2,5,7,11,8,13,2,6,7,17,3,2,5,6,23,25.7
1986-87,31,DAL,NBA,,9,14,3,4,7,11,9,11,2,5,5,11,4,2,4,5,24,23.1
1987-88,32,DAL,NBA,,8,12,3,4,7,12,8,8,2,3,4,9,5,3,5,5,25,25.2
1988-89,33,DAL,NBA,,8,13,2,5,8,10,6,6,2,5,5,7,3,2,5,5,17,13.1
1989-90,34,DAL,NBA,,11,14,2,5,9,11,5,6,1,4,4,7,3,2,5,6,25,24.9
1990-91,35,DAL,NBA,,5,13,2,4,5,12,4,6,2,8,8,9,4,2,4,6,15,13.9
1991-92,36,DAL,NBA,,3,7,1,3,3,6,4,6,2,4,4,7,2,1,4,5,8,12.3
Career,,,,,14,,,,,,11,,,,,,,,,,32,
12 Seasons,,DAL,NBA,,14,,3,,,,11,14,,,,,,,,,32,
2 Seasons,,LAL,NBA,,4,,,,,,3,5,,,,,,,,,10,
2 Seasons,,IND,NBA,,5,,,,,,2,,,,3,,,,,,11,
1 Season,,UTA,NBA,,8,,0,,,,5,6,,,,,,,,,17,
