,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,MNM,ABA,,12,,1,,,,7,8,,,,,,,26
1968-69,24,MMF,ABA,,8,,1,,,,8,8,,,,,,,17
Career,,,,,12,,1,,,,8,8,,,,,,,26
