Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,23,TOT,BAA,NA,50,NA,NA,0.377,0.236,NA,NA,NA,NA,NA,0.3,0.4,0.7,NA
1948-49,23,CHS,BAA,NA,2,NA,NA,0.333,0,NA,NA,NA,NA,NA,0,0,0,NA
1948-49,23,BOS,BAA,NA,26,NA,NA,0.345,0.174,NA,NA,NA,NA,NA,-0.2,0.4,0.2,NA
1948-49,23,STB,BAA,NA,22,NA,NA,0.399,0.284,NA,NA,NA,NA,NA,0.5,0,0.5,NA
1949-50,24,STB,NBA,NA,67,NA,NA,0.38,0.176,NA,NA,NA,NA,NA,-0.1,0.3,0.2,NA
Career,NA,,TOT,NA,117,NA,NA,0.378,0.209,NA,NA,NA,NA,NA,0.2,0.7,0.9,NA
,NA,,NBA,NA,67,NA,NA,0.38,0.176,NA,NA,NA,NA,NA,-0.1,0.3,0.2,NA
,NA,,BAA,NA,50,NA,NA,0.377,0.236,NA,NA,NA,NA,NA,0.3,0.4,0.7,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,STB,BAA,NA,89,NA,NA,0.388,0.22,NA,NA,NA,NA,NA,0.4,0.2,0.6,NA
1 season,NA,BOS,BAA,NA,26,NA,NA,0.345,0.174,NA,NA,NA,NA,NA,-0.2,0.4,0.2,NA
1 season,NA,CHS,BAA,NA,2,NA,NA,0.333,0,NA,NA,NA,NA,NA,0,0,0,NA
