Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,23,TOT,BAA,NA,50,NA,NA,1.8,5.3,0.333,0.9,1.3,0.698,NA,0.8,2.3,4.4
1948-49,23,CHS,BAA,NA,2,NA,NA,0.5,1.5,0.333,0,0,NA,NA,0,1,1
1948-49,23,BOS,BAA,NA,26,NA,NA,1.4,4.2,0.33,0.3,0.7,0.474,NA,0.5,1.3,3.1
1948-49,23,STB,BAA,NA,22,NA,NA,2.4,7,0.335,1.6,2,0.795,NA,1.3,3.5,6.3
1949-50,24,STB,NBA,NA,67,NA,NA,1.1,3.3,0.347,0.4,0.6,0.718,NA,0.4,1.3,2.7
Career,NA,,TOT,NA,117,NA,NA,1.4,4.2,0.339,0.6,0.9,0.706,NA,0.6,1.7,3.5
,NA,,NBA,NA,67,NA,NA,1.1,3.3,0.347,0.4,0.6,0.718,NA,0.4,1.3,2.7
,NA,,BAA,NA,50,NA,NA,1.8,5.3,0.333,0.9,1.3,0.698,NA,0.8,2.3,4.4
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,STB,BAA,NA,89,NA,NA,1.4,4.2,0.342,0.7,0.9,0.759,NA,0.6,1.9,3.6
1 season,NA,BOS,BAA,NA,26,NA,NA,1.4,4.2,0.33,0.3,0.7,0.474,NA,0.5,1.3,3.1
1 season,NA,CHS,BAA,NA,2,NA,NA,0.5,1.5,0.333,0,0,NA,NA,0,1,1
